,run,score,decision,acrobatie
2001,4,15,"[1, 2, 2, 2, 5, 3]",False
2002,5,32,"[6, 6, 6, 5, 5, 4]",False
2003,4,27,"[6, 6, 5, 5, 3, 2]",False
2004,4,14,"[1, 1, 2, 6, 3, 1]",False
2005,3,34,"[6, 6, 6, 6, 6, 4]",False
2006,5,16,"[1, 2, 2, 3, 4, 4]",False
2007,5,29,"[6, 6, 5, 5, 4, 3]",False
2008,3,10,"[1, 1, 1, 2, 2, 3]",False
2009,4,32,"[6, 5, 5, 5, 5, 6]",False
2010,4,7,"[1, 1, 2, 1, 1, 1]",False
2011,4,31,"[6, 5, 3, 5, 6, 6]",False
2012,5,13,"[1, 2, 2, 1, 6, 1]",False
2013,4,10,"[1, 1, 1, 1, 1, 5]",False
2014,3,32,"[6, 6, 6, 6, 5, 3]",False
2015,4,11,"[1, 1, 1, 1, 4, 3]",False
2016,4,17,"[1, 1, 1, 4, 4, 6]",False
2017,4,13,"[1, 1, 1, 1, 5, 4]",False
2018,5,14,"[1, 2, 1, 3, 4, 3]",False
2019,4,32,"[6, 5, 5, 6, 6, 4]",False
2020,6,11,"[1, 1, 1, 1, 5, 2]",False
2021,6,9,"[1, 1, 2, 1, 3, 1]",False
2022,6,12,"[1, 1, 2, 1, 2, 5]",False
2023,4,27,"[6, 5, 5, 3, 6, 2]",False
2024,4,9,"[1, 1, 2, 2, 2, 1]",False
2025,3,14,"[5, 1, 2, 1, 1, 4]",True
2026,6,12,"[1, 2, 2, 2, 1, 4]",False
2027,3,33,"[6, 5, 5, 5, 6, 6]",False
2028,5,32,"[6, 6, 6, 6, 6, 2]",False
2029,2,13,"[1, 1, 3, 3, 2, 3]",False
2030,4,7,"[1, 2, 1, 1, 1, 1]",False
2031,4,29,"[6, 6, 6, 5, 4, 2]",False
2032,4,16,"[1, 1, 2, 3, 5, 4]",False
2033,5,22,"[6, 5, 4, 1, 4, 2]",False
2034,5,10,"[1, 1, 2, 3, 1, 2]",False
2035,3,13,"[1, 1, 1, 2, 2, 6]",False
2036,4,35,"[6, 6, 6, 5, 6, 6]",False
2037,6,26,"[6, 5, 5, 5, 4, 1]",False
2038,3,35,"[6, 6, 6, 6, 6, 5]",False
2039,2,11,"[1, 1, 3, 3, 2, 1]",False
2040,6,13,"[2, 2, 3, 2, 1, 3]",False
2041,6,17,"[1, 1, 3, 2, 4, 6]",False
2042,5,26,"[6, 5, 6, 3, 2, 4]",False
2043,5,29,"[6, 5, 6, 5, 4, 3]",False
2044,4,28,"[6, 5, 5, 5, 3, 4]",False
2045,5,12,"[2, 1, 1, 2, 3, 3]",False
2046,6,10,"[1, 1, 2, 1, 3, 2]",False
2047,4,31,"[6, 5, 6, 6, 3, 5]",False
2048,4,9,"[1, 2, 1, 1, 2, 2]",False
2049,5,26,"[1, 6, 6, 6, 5, 2]",True
2050,5,30,"[6, 6, 6, 6, 5, 1]",False
2051,4,10,"[1, 1, 1, 1, 2, 4]",False
2052,3,15,"[1, 1, 2, 2, 3, 6]",False
2053,4,9,"[1, 1, 1, 1, 2, 3]",False
2054,4,28,"[6, 5, 5, 4, 3, 5]",False
2055,5,28,"[6, 5, 6, 3, 5, 3]",False
2056,5,33,"[5, 6, 5, 6, 6, 5]",False
2057,5,13,"[2, 1, 1, 1, 5, 3]",False
2058,4,29,"[6, 5, 5, 6, 4, 3]",False
2059,4,29,"[6, 6, 6, 2, 6, 3]",False
2060,1,11,"[1, 1, 1, 1, 4, 3]",False
2061,4,30,"[6, 6, 5, 6, 5, 2]",False
2062,3,34,"[6, 6, 6, 5, 5, 6]",False
2063,5,33,"[6, 6, 5, 6, 5, 5]",False
2064,5,34,"[6, 5, 6, 6, 6, 5]",False
2065,4,11,"[1, 1, 2, 1, 4, 2]",False
2066,4,14,"[1, 1, 2, 3, 4, 3]",False
2067,6,27,"[6, 4, 4, 4, 5, 4]",False
2068,4,27,"[6, 6, 6, 4, 4, 1]",False
2069,4,18,"[6, 1, 2, 1, 3, 5]",True
2070,4,34,"[6, 6, 6, 6, 5, 5]",False
2071,3,10,"[1, 1, 1, 2, 1, 4]",False
2072,4,28,"[6, 6, 5, 2, 4, 5]",False
2073,2,28,"[6, 6, 5, 5, 5, 1]",False
2074,4,33,"[6, 6, 6, 5, 4, 6]",False
2075,6,30,"[6, 6, 6, 5, 5, 2]",False
2076,3,33,"[6, 6, 6, 6, 6, 3]",False
2077,5,32,"[6, 6, 5, 6, 6, 3]",False
2078,6,16,"[1, 1, 3, 1, 4, 6]",False
2079,5,10,"[1, 1, 1, 2, 3, 2]",False
2080,4,31,"[6, 6, 5, 6, 5, 3]",False
2081,1,29,"[6, 6, 4, 4, 4, 5]",False
2082,4,19,"[1, 1, 2, 5, 5, 5]",False
2083,5,27,"[6, 6, 5, 5, 4, 1]",False
2084,4,13,"[5, 1, 1, 1, 1, 4]",True
2085,6,16,"[1, 3, 3, 3, 4, 2]",False
2086,4,28,"[6, 6, 6, 6, 3, 1]",False
2087,4,14,"[1, 1, 1, 3, 5, 3]",False
2088,4,12,"[1, 1, 1, 2, 2, 5]",False
2089,6,29,"[5, 5, 6, 5, 4, 4]",False
2090,4,33,"[6, 6, 6, 5, 4, 6]",False
2091,5,13,"[1, 1, 2, 3, 1, 5]",False
2092,4,16,"[1, 1, 2, 1, 5, 6]",False
2093,5,31,"[6, 5, 6, 6, 5, 3]",False
2094,5,15,"[1, 1, 4, 3, 2, 4]",False
2095,4,28,"[6, 6, 3, 6, 6, 1]",False
2096,5,13,"[1, 2, 2, 2, 2, 4]",False
2097,4,13,"[1, 1, 2, 3, 4, 2]",False
2098,5,30,"[6, 5, 6, 6, 5, 2]",False
2099,6,30,"[6, 6, 5, 5, 4, 4]",False
2100,6,16,"[2, 1, 5, 2, 3, 3]",False
2101,5,10,"[1, 1, 2, 1, 2, 3]",False
2102,4,8,"[1, 1, 1, 2, 2, 1]",False
2103,4,27,"[6, 6, 5, 4, 4, 2]",False
2104,4,30,"[6, 5, 5, 6, 6, 2]",False
2105,5,32,"[6, 5, 4, 6, 6, 5]",False
2106,4,27,"[6, 6, 5, 3, 6, 1]",False
2107,4,28,"[1, 6, 6, 5, 5, 5]",True
2108,5,32,"[6, 5, 4, 5, 6, 6]",False
2109,3,32,"[6, 6, 5, 5, 6, 4]",False
2110,4,8,"[2, 1, 1, 1, 1, 2]",False
2111,5,25,"[6, 5, 3, 4, 5, 2]",False
2112,4,30,"[6, 5, 6, 6, 6, 1]",False
2113,4,13,"[1, 1, 1, 1, 4, 5]",False
2114,5,29,"[6, 6, 6, 6, 2, 3]",False
2115,5,27,"[6, 6, 6, 5, 3, 1]",False
2116,5,11,"[1, 1, 1, 3, 3, 2]",False
2117,5,29,"[6, 5, 6, 4, 3, 5]",False
2118,4,13,"[1, 2, 2, 1, 2, 5]",False
2119,4,9,"[1, 1, 1, 3, 2, 1]",False
2120,5,19,"[1, 2, 3, 5, 3, 5]",False
2121,2,16,"[1, 1, 3, 3, 2, 6]",False
2122,4,29,"[6, 5, 5, 3, 6, 4]",False
2123,3,32,"[6, 6, 6, 6, 5, 3]",False
2124,6,16,"[1, 2, 2, 2, 4, 5]",False
2125,4,10,"[1, 2, 1, 1, 4, 1]",False
2126,4,9,"[1, 1, 1, 1, 2, 3]",False
2127,4,15,"[1, 1, 2, 3, 3, 5]",False
2128,5,34,"[5, 6, 6, 6, 6, 5]",False
2129,6,13,"[1, 3, 1, 3, 1, 4]",False
2130,5,13,"[1, 1, 2, 2, 4, 3]",False
2131,4,28,"[6, 6, 6, 5, 1, 4]",False
2132,4,31,"[6, 6, 6, 5, 5, 3]",False
2133,4,15,"[1, 1, 2, 2, 4, 5]",False
2134,3,32,"[6, 6, 5, 6, 6, 3]",False
2135,5,10,"[1, 2, 2, 2, 2, 1]",False
2136,5,16,"[1, 2, 4, 2, 2, 5]",False
2137,4,35,"[6, 6, 6, 6, 6, 5]",False
2138,4,28,"[6, 5, 5, 5, 4, 3]",False
2139,2,15,"[1, 1, 3, 3, 2, 5]",False
2140,3,13,"[1, 1, 1, 2, 3, 5]",False
2141,5,9,"[1, 2, 1, 1, 3, 1]",False
2142,3,33,"[6, 6, 6, 6, 3, 6]",False
2143,5,8,"[2, 1, 1, 1, 2, 1]",False
2144,5,14,"[2, 2, 1, 1, 3, 5]",False
2145,4,13,"[1, 1, 2, 2, 4, 3]",False
2146,5,30,"[6, 5, 6, 3, 4, 6]",False
2147,4,28,"[6, 6, 6, 4, 2, 4]",False
2148,5,29,"[6, 5, 6, 4, 5, 3]",False
2149,5,26,"[6, 6, 3, 6, 3, 2]",False
2150,5,10,"[1, 1, 2, 2, 2, 2]",False
2151,4,10,"[1, 1, 1, 1, 3, 3]",False
2152,6,25,"[6, 4, 6, 5, 3, 1]",False
2153,5,13,"[1, 1, 1, 2, 2, 6]",False
2154,5,11,"[1, 2, 2, 1, 3, 2]",False
2155,6,11,"[2, 1, 2, 1, 2, 3]",False
2156,3,7,"[1, 1, 1, 1, 1, 2]",False
2157,5,26,"[6, 6, 5, 5, 2, 2]",False
2158,4,27,"[1, 6, 6, 6, 6, 2]",True
2159,6,30,"[6, 6, 5, 3, 5, 5]",False
2160,3,12,"[1, 1, 1, 2, 2, 5]",False
2161,6,15,"[1, 1, 2, 3, 4, 4]",False
2162,5,29,"[6, 6, 5, 5, 5, 2]",False
2163,5,33,"[6, 5, 6, 4, 6, 6]",False
2164,3,30,"[6, 6, 6, 5, 3, 4]",False
2165,4,12,"[1, 1, 1, 3, 3, 3]",False
2166,5,27,"[6, 6, 5, 4, 1, 5]",False
2167,4,31,"[6, 6, 6, 5, 5, 3]",False
2168,4,13,"[1, 1, 1, 3, 2, 5]",False
2169,6,13,"[1, 1, 4, 1, 1, 5]",False
2170,3,31,"[6, 5, 6, 6, 6, 2]",False
2171,5,11,"[1, 1, 2, 2, 4, 1]",False
2172,5,10,"[1, 2, 2, 1, 1, 3]",False
2173,4,10,"[1, 2, 1, 1, 1, 4]",False
2174,5,10,"[2, 1, 1, 1, 1, 4]",False
2175,4,28,"[6, 5, 5, 5, 6, 1]",False
2176,5,11,"[1, 1, 1, 2, 4, 2]",False
2177,6,30,"[5, 6, 5, 5, 4, 5]",False
2178,5,13,"[1, 2, 5, 1, 2, 2]",False
2179,3,13,"[1, 1, 2, 2, 3, 4]",False
2180,3,11,"[1, 1, 2, 2, 2, 3]",False
2181,5,13,"[2, 1, 1, 1, 2, 6]",False
2182,5,12,"[2, 1, 1, 1, 2, 5]",False
2183,5,28,"[6, 5, 3, 6, 6, 2]",False
2184,4,32,"[6, 6, 6, 5, 6, 3]",False
2185,4,30,"[6, 6, 5, 5, 6, 2]",False
2186,4,32,"[6, 6, 5, 6, 3, 6]",False
2187,5,33,"[6, 6, 4, 6, 5, 6]",False
2188,4,28,"[6, 5, 5, 6, 4, 2]",False
2189,2,11,"[1, 1, 3, 3, 2, 1]",False
2190,1,11,"[1, 1, 1, 2, 2, 4]",False
2191,6,10,"[1, 1, 2, 2, 2, 2]",False
2192,4,31,"[6, 5, 5, 6, 6, 3]",False
2193,4,13,"[1, 2, 1, 1, 2, 6]",False
2194,5,9,"[1, 2, 1, 1, 2, 2]",False
2195,5,29,"[6, 5, 5, 6, 6, 1]",False
2196,4,10,"[1, 1, 2, 3, 1, 2]",False
2197,4,10,"[1, 2, 2, 2, 1, 2]",False
2198,5,14,"[1, 1, 3, 2, 3, 4]",False
2199,5,12,"[1, 1, 3, 3, 1, 3]",False
2200,3,10,"[1, 1, 1, 1, 2, 4]",False
2201,3,10,"[1, 1, 1, 1, 3, 3]",False
2202,4,27,"[6, 5, 5, 4, 6, 1]",False
2203,5,34,"[6, 5, 6, 6, 5, 6]",False
2204,3,34,"[6, 6, 6, 5, 6, 5]",False
2205,3,13,"[1, 1, 2, 2, 4, 3]",False
2206,4,10,"[1, 1, 2, 1, 1, 4]",False
2207,5,9,"[2, 1, 2, 1, 1, 2]",False
2208,5,27,"[6, 5, 6, 5, 3, 2]",False
2209,6,28,"[5, 5, 4, 5, 4, 5]",False
2210,5,14,"[1, 2, 1, 1, 3, 6]",False
2211,5,24,"[6, 5, 3, 5, 4, 1]",False
2212,5,27,"[6, 6, 6, 4, 3, 2]",False
2213,4,27,"[6, 5, 5, 6, 3, 2]",False
2214,3,15,"[1, 1, 2, 2, 3, 6]",False
2215,4,28,"[6, 5, 5, 4, 5, 3]",False
2216,5,26,"[6, 5, 5, 6, 3, 1]",False
2217,5,34,"[6, 6, 6, 5, 6, 5]",False
2218,4,10,"[1, 1, 1, 2, 1, 4]",False
2219,5,22,"[1, 6, 6, 5, 3, 1]",True
2220,3,13,"[1, 1, 2, 2, 4, 3]",False
2221,5,18,"[1, 1, 1, 5, 4, 6]",False
2222,3,31,"[6, 5, 6, 6, 6, 2]",False
2223,3,14,"[1, 1, 2, 2, 4, 4]",False
2224,4,31,"[6, 6, 6, 6, 5, 2]",False
2225,5,30,"[6, 5, 5, 5, 6, 3]",False
2226,6,31,"[6, 6, 6, 5, 6, 2]",False
2227,4,11,"[1, 1, 1, 1, 2, 5]",False
2228,5,30,"[6, 6, 6, 5, 4, 3]",False
2229,4,12,"[1, 1, 1, 4, 1, 4]",False
2230,2,31,"[6, 6, 5, 5, 5, 4]",False
2231,4,10,"[1, 2, 1, 1, 2, 3]",False
2232,6,16,"[1, 2, 3, 1, 4, 5]",False
2233,5,26,"[6, 5, 4, 5, 4, 2]",False
2234,4,24,"[6, 5, 5, 4, 2, 2]",False
2235,5,30,"[6, 5, 6, 5, 6, 2]",False
2236,6,13,"[2, 2, 3, 3, 2, 1]",False
2237,4,29,"[6, 5, 5, 2, 6, 5]",False
2238,5,28,"[6, 6, 4, 6, 2, 4]",False
2239,4,13,"[1, 1, 1, 1, 3, 6]",False
2240,3,10,"[1, 1, 1, 2, 3, 2]",False
2241,3,11,"[1, 1, 1, 1, 2, 5]",False
2242,1,31,"[6, 6, 5, 4, 5, 5]",False
2243,5,12,"[1, 1, 1, 2, 5, 2]",False
2244,4,11,"[1, 1, 1, 2, 2, 4]",False
2245,5,25,"[6, 5, 4, 6, 3, 1]",False
2246,4,30,"[6, 6, 6, 5, 4, 3]",False
2247,4,29,"[6, 6, 5, 4, 3, 5]",False
2248,6,24,"[6, 5, 4, 4, 2, 3]",False
2249,4,28,"[6, 5, 5, 5, 5, 2]",False
2250,4,35,"[6, 6, 6, 6, 5, 6]",False
2251,5,28,"[6, 6, 5, 6, 3, 2]",False
2252,4,30,"[6, 6, 5, 6, 4, 3]",False
2253,4,11,"[1, 1, 2, 1, 2, 4]",False
2254,5,16,"[1, 2, 2, 2, 3, 6]",False
2255,4,7,"[1, 1, 2, 1, 1, 1]",False
2256,3,27,"[6, 6, 5, 5, 4, 1]",False
2257,2,32,"[6, 6, 5, 5, 5, 5]",False
2258,6,13,"[1, 2, 2, 1, 3, 4]",False
2259,4,33,"[6, 6, 6, 5, 5, 5]",False
2260,3,10,"[1, 1, 2, 2, 3, 1]",False
2261,5,9,"[1, 2, 1, 2, 2, 1]",False
2262,5,27,"[6, 5, 4, 5, 4, 3]",False
2263,6,29,"[5, 6, 5, 5, 4, 4]",False
2264,5,18,"[1, 2, 2, 5, 2, 6]",False
2265,3,12,"[1, 1, 2, 2, 3, 3]",False
2266,5,31,"[6, 6, 6, 5, 6, 2]",False
2267,3,30,"[6, 6, 6, 6, 5, 1]",False
2268,3,9,"[1, 1, 2, 2, 2, 1]",False
2269,2,27,"[6, 6, 4, 4, 5, 2]",False
2270,3,36,"[6, 6, 6, 6, 6, 6]",False
2271,3,33,"[6, 6, 6, 6, 5, 4]",False
2272,4,27,"[6, 6, 6, 3, 5, 1]",False
2273,4,30,"[6, 5, 5, 6, 2, 6]",False
2274,4,25,"[6, 5, 5, 2, 5, 2]",False
2275,4,32,"[6, 6, 6, 5, 6, 3]",False
2276,4,10,"[1, 1, 2, 1, 1, 4]",False
2277,4,29,"[6, 6, 5, 6, 1, 5]",False
2278,2,16,"[1, 1, 3, 3, 2, 6]",False
2279,3,16,"[1, 1, 2, 2, 4, 6]",False
2280,6,26,"[6, 6, 4, 4, 5, 1]",False
2281,5,15,"[1, 2, 1, 2, 4, 5]",False
2282,6,12,"[2, 2, 1, 2, 2, 3]",False
2283,4,11,"[1, 1, 2, 3, 1, 3]",False
2284,4,17,"[1, 1, 2, 5, 5, 3]",False
2285,3,31,"[6, 6, 5, 6, 6, 2]",False
2286,4,26,"[6, 6, 5, 5, 3, 1]",False
2287,5,12,"[1, 1, 2, 2, 4, 2]",False
2288,4,31,"[6, 6, 6, 5, 2, 6]",False
2289,6,12,"[2, 1, 1, 1, 1, 6]",False
2290,4,27,"[6, 6, 5, 5, 3, 2]",False
2291,4,12,"[1, 1, 1, 4, 3, 2]",False
2292,4,34,"[6, 5, 6, 6, 6, 5]",False
2293,6,20,"[1, 1, 4, 5, 4, 5]",False
2294,5,13,"[1, 2, 2, 4, 2, 2]",False
2295,1,10,"[1, 1, 1, 1, 3, 3]",False
2296,5,28,"[6, 5, 5, 5, 5, 2]",False
2297,5,13,"[6, 1, 1, 1, 1, 3]",True
2298,4,25,"[6, 5, 5, 4, 4, 1]",False
2299,5,16,"[1, 2, 3, 2, 2, 6]",False
2300,4,12,"[1, 1, 2, 4, 1, 3]",False
2301,4,34,"[6, 6, 5, 6, 6, 5]",False
2302,4,11,"[1, 2, 1, 1, 5, 1]",False
2303,6,31,"[6, 6, 4, 3, 6, 6]",False
2304,5,10,"[1, 1, 2, 3, 1, 2]",False
2305,4,28,"[6, 6, 5, 6, 2, 3]",False
2306,5,12,"[1, 2, 1, 2, 5, 1]",False
2307,1,13,"[1, 1, 3, 3, 3, 2]",False
2308,5,10,"[2, 1, 1, 1, 1, 4]",False
2309,6,30,"[6, 5, 6, 5, 6, 2]",False
2310,6,23,"[5, 5, 5, 4, 3, 1]",False
2311,4,11,"[1, 1, 1, 2, 3, 3]",False
2312,5,28,"[6, 4, 6, 6, 4, 2]",False
2313,5,28,"[6, 5, 5, 6, 4, 2]",False
2314,4,12,"[1, 1, 2, 4, 2, 2]",False
2315,4,32,"[6, 6, 5, 4, 5, 6]",False
2316,5,13,"[2, 3, 1, 1, 1, 5]",False
2317,4,8,"[1, 2, 2, 1, 1, 1]",False
2318,4,29,"[6, 6, 6, 5, 5, 1]",False
2319,1,11,"[1, 1, 2, 2, 3, 2]",False
2320,5,8,"[1, 2, 1, 2, 1, 1]",False
2321,3,33,"[6, 6, 5, 5, 6, 5]",False
2322,5,8,"[1, 2, 1, 2, 1, 1]",False
2323,4,15,"[1, 1, 1, 2, 5, 5]",False
2324,4,24,"[6, 6, 5, 4, 2, 1]",False
2325,4,9,"[1, 1, 1, 2, 1, 3]",False
2326,5,34,"[6, 6, 6, 5, 5, 6]",False
2327,4,10,"[1, 1, 2, 2, 2, 2]",False
2328,2,10,"[1, 1, 1, 1, 2, 4]",False
2329,4,10,"[1, 2, 2, 1, 2, 2]",False
2330,4,12,"[1, 1, 1, 3, 3, 3]",False
2331,4,11,"[1, 1, 2, 2, 4, 1]",False
2332,3,12,"[1, 1, 2, 2, 4, 2]",False
2333,3,10,"[1, 1, 1, 2, 3, 2]",False
2334,5,9,"[1, 1, 1, 1, 1, 4]",False
2335,4,33,"[6, 6, 5, 6, 4, 6]",False
2336,4,26,"[6, 6, 6, 1, 4, 3]",False
2337,4,23,"[6, 6, 5, 4, 1, 1]",False
2338,5,12,"[1, 2, 3, 1, 3, 2]",False
2339,5,17,"[1, 2, 4, 3, 2, 5]",False
2340,4,31,"[6, 5, 5, 6, 6, 3]",False
2341,3,31,"[6, 6, 6, 6, 6, 1]",False
2342,4,29,"[2, 6, 6, 6, 6, 3]",True
2343,5,27,"[6, 6, 4, 2, 6, 3]",False
2344,4,14,"[1, 2, 2, 1, 2, 6]",False
2345,5,30,"[6, 6, 5, 5, 6, 2]",False
2346,2,34,"[6, 6, 6, 5, 5, 6]",False
2347,3,31,"[6, 6, 6, 5, 5, 3]",False
2348,4,27,"[6, 5, 5, 4, 3, 4]",False
2349,4,33,"[6, 6, 5, 6, 6, 4]",False
2350,3,12,"[1, 1, 1, 1, 3, 5]",False
2351,4,28,"[6, 5, 5, 5, 2, 5]",False
2352,4,26,"[6, 5, 5, 5, 4, 1]",False
2353,3,31,"[6, 5, 5, 6, 6, 3]",False
2354,4,30,"[6, 5, 5, 5, 6, 3]",False
2355,6,19,"[2, 3, 1, 6, 1, 6]",False
2356,6,17,"[2, 1, 3, 2, 3, 6]",False
2357,1,32,"[6, 6, 6, 5, 4, 5]",False
2358,5,14,"[1, 2, 2, 1, 2, 6]",False
2359,5,11,"[1, 2, 1, 4, 1, 2]",False
2360,4,33,"[6, 6, 6, 6, 5, 4]",False
2361,5,34,"[6, 5, 6, 5, 6, 6]",False
2362,5,31,"[6, 6, 5, 4, 5, 5]",False
2363,4,13,"[1, 2, 1, 1, 4, 4]",False
2364,4,10,"[1, 1, 2, 2, 3, 1]",False
2365,6,21,"[1, 2, 4, 5, 4, 5]",False
2366,6,12,"[1, 1, 1, 2, 1, 6]",False
2367,6,32,"[5, 6, 5, 6, 6, 4]",False
2368,5,17,"[1, 1, 3, 4, 2, 6]",False
2369,5,14,"[1, 1, 1, 1, 5, 5]",False
2370,6,26,"[6, 5, 4, 5, 5, 1]",False
2371,5,11,"[1, 2, 1, 1, 3, 3]",False
2372,6,30,"[6, 6, 3, 5, 4, 6]",False
2373,3,31,"[6, 6, 5, 5, 6, 3]",False
2374,3,14,"[1, 1, 2, 2, 4, 4]",False
2375,1,9,"[1, 1, 1, 1, 3, 2]",False
2376,6,14,"[2, 1, 3, 1, 2, 5]",False
2377,3,8,"[1, 1, 2, 1, 1, 2]",False
2378,3,36,"[6, 6, 6, 6, 6, 6]",False
2379,2,29,"[6, 6, 4, 4, 5, 4]",False
2380,3,12,"[1, 1, 1, 1, 2, 6]",False
2381,6,28,"[5, 6, 4, 5, 6, 2]",False
2382,5,11,"[1, 2, 2, 1, 1, 4]",False
2383,4,11,"[1, 1, 2, 1, 4, 2]",False
2384,6,9,"[2, 1, 2, 1, 2, 1]",False
2385,4,11,"[1, 1, 1, 3, 3, 2]",False
2386,4,28,"[6, 5, 5, 6, 2, 4]",False
2387,6,20,"[2, 3, 3, 2, 4, 6]",False
2388,6,30,"[6, 5, 6, 5, 3, 5]",False
2389,4,15,"[1, 1, 1, 4, 5, 3]",False
2390,3,11,"[1, 1, 2, 1, 1, 5]",False
2391,4,8,"[1, 2, 1, 1, 1, 2]",False
2392,4,29,"[6, 6, 6, 5, 1, 5]",False
2393,6,12,"[1, 1, 2, 2, 1, 5]",False
2394,4,28,"[6, 6, 6, 5, 4, 1]",False
2395,5,13,"[1, 1, 1, 2, 4, 4]",False
2396,4,14,"[6, 1, 1, 1, 2, 3]",True
2397,4,30,"[6, 5, 5, 4, 6, 4]",False
2398,5,17,"[1, 2, 1, 3, 4, 6]",False
2399,3,10,"[1, 1, 2, 2, 3, 1]",False
2400,3,28,"[6, 6, 5, 5, 5, 1]",False
2401,4,11,"[1, 1, 1, 2, 3, 3]",False
2402,4,28,"[6, 5, 5, 4, 2, 6]",False
2403,4,12,"[1, 1, 1, 1, 2, 6]",False
2404,5,28,"[6, 6, 5, 5, 5, 1]",False
2405,3,31,"[6, 6, 6, 5, 6, 2]",False
2406,5,10,"[1, 2, 1, 1, 2, 3]",False
2407,5,30,"[6, 6, 5, 6, 2, 5]",False
2408,5,33,"[6, 5, 6, 6, 5, 5]",False
2409,5,25,"[6, 6, 6, 5, 1, 1]",False
2410,3,11,"[1, 1, 2, 2, 3, 2]",False
2411,5,24,"[1, 6, 6, 4, 3, 4]",True
2412,4,8,"[1, 1, 2, 2, 1, 1]",False
2413,3,31,"[6, 6, 6, 6, 4, 3]",False
2414,5,27,"[6, 5, 5, 4, 6, 1]",False
2415,3,12,"[1, 1, 1, 2, 1, 6]",False
2416,4,34,"[6, 6, 5, 5, 6, 6]",False
2417,6,31,"[6, 5, 4, 6, 5, 5]",False
2418,4,34,"[6, 5, 5, 6, 6, 6]",False
2419,1,32,"[6, 6, 6, 6, 3, 5]",False
2420,5,24,"[6, 6, 5, 2, 3, 2]",False
2421,3,30,"[6, 6, 6, 6, 5, 1]",False
2422,5,17,"[1, 2, 1, 3, 6, 4]",False
2423,4,12,"[1, 2, 1, 1, 2, 5]",False
2424,6,14,"[1, 1, 3, 4, 2, 3]",False
2425,2,32,"[6, 6, 5, 5, 5, 5]",False
2426,4,15,"[1, 1, 2, 1, 4, 6]",False
2427,5,12,"[1, 2, 1, 1, 1, 6]",False
2428,6,32,"[6, 4, 6, 6, 5, 5]",False
2429,4,28,"[6, 6, 6, 4, 3, 3]",False
2430,5,15,"[1, 2, 3, 2, 4, 3]",False
2431,5,10,"[1, 2, 3, 2, 1, 1]",False
2432,4,11,"[1, 1, 2, 1, 1, 5]",False
2433,6,29,"[5, 6, 5, 5, 4, 4]",False
2434,5,27,"[6, 5, 5, 6, 4, 1]",False
2435,6,31,"[5, 5, 5, 5, 6, 5]",False
2436,5,9,"[1, 1, 1, 1, 2, 3]",False
2437,5,10,"[1, 2, 2, 2, 2, 1]",False
2438,4,31,"[6, 6, 6, 5, 4, 4]",False
2439,5,10,"[1, 2, 2, 1, 3, 1]",False
2440,4,11,"[1, 2, 1, 1, 1, 5]",False
2441,4,13,"[1, 1, 2, 1, 6, 2]",False
2442,4,10,"[1, 1, 1, 1, 2, 4]",False
2443,5,30,"[6, 6, 4, 6, 3, 5]",False
2444,5,32,"[6, 5, 5, 4, 6, 6]",False
2445,4,34,"[6, 6, 4, 6, 6, 6]",False
2446,6,33,"[6, 6, 6, 5, 4, 6]",False
2447,5,12,"[1, 2, 2, 2, 1, 4]",False
2448,5,11,"[1, 2, 1, 1, 3, 3]",False
2449,4,15,"[1, 1, 1, 3, 3, 6]",False
2450,4,29,"[6, 5, 5, 6, 6, 1]",False
2451,5,15,"[1, 2, 1, 3, 5, 3]",False
2452,2,29,"[6, 6, 6, 4, 5, 2]",False
2453,4,25,"[6, 5, 5, 6, 2, 1]",False
2454,3,31,"[6, 6, 5, 5, 4, 5]",False
2455,3,27,"[6, 6, 5, 5, 4, 1]",False
2456,6,25,"[6, 4, 6, 1, 5, 3]",False
2457,3,27,"[6, 6, 5, 5, 3, 2]",False
2458,4,7,"[1, 2, 1, 1, 1, 1]",False
2459,5,12,"[1, 1, 1, 6, 1, 2]",False
2460,5,31,"[6, 5, 6, 6, 5, 3]",False
2461,4,35,"[6, 6, 5, 6, 6, 6]",False
2462,5,34,"[6, 6, 6, 6, 6, 4]",False
2463,5,12,"[1, 1, 3, 3, 3, 1]",False
2464,2,8,"[1, 1, 1, 1, 2, 2]",False
2465,4,12,"[1, 1, 2, 2, 4, 2]",False
2466,5,29,"[6, 6, 5, 6, 2, 4]",False
2467,5,16,"[6, 1, 1, 2, 3, 3]",True
2468,5,17,"[6, 1, 1, 2, 3, 4]",True
2469,3,11,"[1, 1, 1, 2, 2, 4]",False
2470,5,15,"[1, 2, 3, 2, 3, 4]",False
2471,5,30,"[6, 6, 5, 6, 6, 1]",False
2472,5,13,"[1, 2, 2, 1, 1, 6]",False
2473,5,32,"[6, 5, 5, 4, 6, 6]",False
2474,3,28,"[6, 6, 5, 5, 5, 1]",False
2475,4,31,"[6, 5, 5, 6, 5, 4]",False
2476,5,15,"[1, 1, 3, 1, 4, 5]",False
2477,5,11,"[1, 1, 1, 3, 2, 3]",False
2478,5,15,"[1, 2, 2, 3, 2, 5]",False
2479,5,12,"[1, 2, 2, 1, 3, 3]",False
2480,2,29,"[6, 6, 4, 4, 5, 4]",False
2481,3,30,"[6, 6, 5, 5, 5, 3]",False
2482,4,30,"[6, 5, 5, 3, 5, 6]",False
