,run,score,decision,acrobatie
0,4,27,"[6, 6, 6, 3, 4, 2]",False
1,6,13,"[2, 2, 1, 2, 4, 2]",False
2,3,13,"[1, 1, 2, 2, 1, 6]",False
3,2,35,"[6, 6, 6, 6, 6, 5]",False
4,4,28,"[6, 6, 5, 4, 5, 2]",False
5,4,11,"[1, 1, 2, 1, 1, 5]",False
6,4,27,"[5, 6, 6, 6, 3, 1]",False
7,4,8,"[1, 1, 1, 3, 1, 1]",False
8,4,27,"[6, 5, 5, 4, 5, 2]",False
9,1,13,"[1, 1, 3, 3, 3, 2]",False
10,5,30,"[5, 6, 6, 5, 3, 5]",False
11,4,10,"[1, 1, 1, 1, 4, 2]",False
12,5,27,"[6, 5, 5, 5, 5, 1]",False
13,5,11,"[1, 2, 2, 3, 1, 2]",False
14,5,34,"[5, 6, 6, 6, 6, 5]",False
15,6,10,"[2, 2, 2, 1, 1, 2]",False
16,1,31,"[6, 6, 6, 4, 4, 5]",False
17,5,32,"[6, 6, 6, 5, 6, 3]",False
18,5,28,"[6, 6, 5, 3, 5, 3]",False
19,5,12,"[1, 2, 1, 4, 3, 1]",False
20,6,27,"[6, 4, 5, 2, 5, 5]",False
21,5,33,"[6, 5, 6, 4, 6, 6]",False
22,4,34,"[6, 6, 6, 5, 6, 5]",False
23,3,31,"[6, 6, 5, 5, 5, 4]",False
24,5,11,"[1, 2, 3, 1, 1, 3]",False
25,4,13,"[1, 1, 2, 1, 4, 4]",False
26,6,29,"[6, 6, 4, 5, 5, 3]",False
27,5,9,"[1, 2, 1, 1, 1, 3]",False
28,4,31,"[6, 5, 6, 6, 2, 6]",False
29,4,29,"[6, 5, 5, 6, 6, 1]",False
30,4,35,"[6, 6, 6, 6, 6, 5]",False
31,5,30,"[6, 6, 4, 4, 6, 4]",False
32,5,28,"[6, 5, 5, 4, 2, 6]",False
33,5,32,"[5, 5, 6, 6, 5, 5]",False
34,5,11,"[1, 1, 1, 1, 2, 5]",False
35,3,30,"[6, 6, 6, 6, 5, 1]",False
36,4,34,"[6, 5, 6, 6, 5, 6]",False
37,6,31,"[6, 5, 5, 6, 6, 3]",False
38,4,14,"[1, 1, 2, 3, 1, 6]",False
39,2,32,"[6, 6, 6, 4, 5, 5]",False
40,6,14,"[2, 1, 1, 1, 3, 6]",False
41,5,12,"[1, 2, 1, 2, 1, 5]",False
42,2,15,"[1, 1, 3, 3, 2, 5]",False
43,3,7,"[1, 2, 1, 1, 1, 1]",False
44,5,30,"[6, 5, 5, 6, 4, 4]",False
45,4,11,"[1, 1, 2, 1, 1, 5]",False
46,5,10,"[1, 2, 3, 2, 1, 1]",False
47,5,32,"[6, 6, 6, 5, 4, 5]",False
48,3,12,"[1, 1, 1, 1, 2, 6]",False
49,4,14,"[1, 2, 5, 1, 1, 4]",False
50,5,16,"[1, 1, 3, 1, 5, 5]",False
51,5,28,"[6, 6, 3, 3, 5, 5]",False
52,5,34,"[6, 5, 5, 6, 6, 6]",False
53,3,32,"[6, 6, 6, 5, 3, 6]",False
54,6,25,"[5, 5, 6, 6, 2, 1]",False
55,6,29,"[5, 6, 6, 2, 5, 5]",False
56,3,32,"[6, 6, 6, 5, 6, 3]",False
57,5,13,"[1, 2, 1, 1, 2, 6]",False
58,4,18,"[1, 2, 2, 5, 3, 5]",False
59,5,34,"[6, 6, 6, 6, 5, 5]",False
60,3,6,"[1, 1, 1, 1, 1, 1]",False
61,2,34,"[6, 6, 6, 6, 5, 5]",False
62,3,32,"[6, 6, 5, 6, 6, 3]",False
63,4,31,"[6, 6, 6, 6, 6, 1]",False
64,5,28,"[6, 6, 6, 5, 2, 3]",False
65,3,10,"[1, 1, 2, 1, 1, 4]",False
66,5,11,"[1, 1, 2, 1, 1, 5]",False
67,3,29,"[6, 6, 5, 5, 3, 4]",False
68,4,12,"[1, 1, 2, 4, 1, 3]",False
69,4,35,"[6, 6, 6, 5, 6, 6]",False
70,5,30,"[6, 5, 5, 6, 5, 3]",False
71,5,17,"[1, 2, 1, 3, 5, 5]",False
72,3,8,"[1, 1, 1, 1, 2, 2]",False
73,4,10,"[1, 2, 1, 1, 1, 4]",False
74,3,35,"[6, 6, 6, 6, 6, 5]",False
75,4,10,"[1, 1, 2, 1, 1, 4]",False
76,4,33,"[6, 6, 6, 6, 5, 4]",False
77,4,13,"[1, 1, 1, 1, 3, 6]",False
78,3,33,"[6, 6, 6, 5, 6, 4]",False
79,1,12,"[1, 1, 3, 3, 2, 2]",False
80,5,26,"[6, 6, 6, 3, 4, 1]",False
81,6,9,"[1, 1, 2, 2, 1, 2]",False
82,3,8,"[1, 1, 1, 2, 1, 2]",False
83,4,33,"[6, 6, 5, 6, 5, 5]",False
84,5,13,"[2, 3, 1, 1, 1, 5]",False
85,6,32,"[5, 6, 3, 6, 6, 6]",False
86,5,30,"[6, 5, 6, 6, 1, 6]",False
87,1,10,"[1, 1, 1, 1, 2, 4]",False
88,4,34,"[6, 6, 6, 6, 6, 4]",False
89,4,29,"[6, 6, 5, 3, 5, 4]",False
90,5,11,"[1, 1, 1, 2, 1, 5]",False
91,3,30,"[6, 6, 5, 5, 5, 3]",False
92,3,10,"[1, 1, 1, 1, 1, 5]",False
93,3,8,"[1, 2, 1, 1, 1, 2]",False
94,6,10,"[2, 1, 2, 2, 2, 1]",False
95,6,29,"[6, 6, 4, 6, 5, 2]",False
96,6,28,"[5, 6, 6, 6, 2, 3]",False
97,6,28,"[6, 6, 4, 4, 6, 2]",False
98,5,29,"[6, 5, 5, 5, 3, 5]",False
99,1,12,"[1, 1, 3, 3, 2, 2]",False
100,3,32,"[6, 6, 5, 6, 6, 3]",False
101,6,26,"[6, 5, 4, 3, 5, 3]",False
102,4,14,"[1, 1, 1, 2, 4, 5]",False
103,4,15,"[1, 2, 2, 3, 2, 5]",False
104,5,31,"[6, 6, 5, 6, 6, 2]",False
105,5,30,"[6, 5, 6, 3, 4, 6]",False
106,6,11,"[2, 1, 1, 1, 3, 3]",False
107,4,34,"[6, 5, 5, 6, 6, 6]",False
108,5,10,"[1, 2, 4, 1, 1, 1]",False
109,4,30,"[6, 6, 5, 6, 4, 3]",False
110,2,35,"[6, 6, 6, 6, 6, 5]",False
111,5,29,"[6, 5, 5, 5, 4, 4]",False
112,3,34,"[6, 5, 5, 6, 6, 6]",False
113,6,30,"[6, 6, 6, 6, 4, 2]",False
114,4,10,"[1, 2, 2, 1, 1, 3]",False
115,3,13,"[1, 2, 2, 2, 4, 2]",False
116,2,7,"[1, 1, 1, 1, 1, 2]",False
117,3,9,"[1, 1, 1, 2, 3, 1]",False
118,3,33,"[6, 6, 5, 5, 6, 5]",False
119,5,17,"[5, 1, 1, 4, 3, 3]",True
120,5,14,"[1, 2, 3, 1, 4, 3]",False
121,6,31,"[6, 5, 6, 5, 6, 3]",False
122,6,11,"[1, 1, 2, 2, 2, 3]",False
123,5,14,"[1, 2, 3, 5, 2, 1]",False
124,5,17,"[1, 2, 1, 2, 6, 5]",False
125,5,10,"[1, 1, 3, 2, 1, 2]",False
126,5,28,"[6, 5, 6, 5, 4, 2]",False
127,5,27,"[6, 6, 6, 6, 2, 1]",False
128,5,26,"[6, 6, 4, 4, 5, 1]",False
129,5,8,"[1, 1, 2, 1, 1, 2]",False
130,5,14,"[1, 2, 1, 2, 3, 5]",False
131,4,30,"[6, 6, 5, 5, 5, 3]",False
132,5,27,"[6, 6, 4, 5, 5, 1]",False
133,4,33,"[6, 6, 5, 5, 6, 5]",False
134,4,33,"[6, 5, 6, 6, 5, 5]",False
135,4,32,"[6, 5, 5, 6, 6, 4]",False
136,5,24,"[5, 6, 6, 4, 1, 2]",False
137,5,30,"[6, 5, 6, 6, 3, 4]",False
138,4,31,"[6, 6, 5, 6, 6, 2]",False
139,4,15,"[1, 1, 2, 3, 5, 3]",False
140,2,12,"[1, 1, 3, 3, 2, 2]",False
141,4,30,"[6, 5, 6, 6, 4, 3]",False
142,4,35,"[6, 6, 5, 6, 6, 6]",False
143,4,8,"[1, 1, 1, 1, 1, 3]",False
144,4,8,"[1, 2, 1, 1, 1, 2]",False
145,3,32,"[6, 5, 5, 6, 6, 4]",False
146,6,14,"[1, 2, 2, 2, 4, 3]",False
147,6,31,"[5, 5, 6, 6, 5, 4]",False
148,5,33,"[6, 5, 6, 6, 5, 5]",False
149,5,33,"[6, 6, 4, 5, 6, 6]",False
150,1,11,"[1, 1, 1, 4, 2, 2]",False
151,5,26,"[6, 5, 5, 4, 3, 3]",False
152,4,30,"[6, 5, 5, 4, 4, 6]",False
153,5,14,"[2, 1, 1, 2, 3, 5]",False
154,4,30,"[2, 6, 6, 4, 6, 6]",True
155,2,29,"[6, 6, 6, 4, 5, 2]",False
156,3,8,"[1, 1, 1, 1, 1, 3]",False
157,3,28,"[6, 6, 5, 5, 5, 1]",False
158,5,7,"[2, 1, 1, 1, 1, 1]",False
159,4,9,"[1, 1, 2, 1, 2, 2]",False
160,6,17,"[1, 2, 4, 2, 3, 5]",False
161,5,12,"[1, 2, 3, 1, 4, 1]",False
162,5,31,"[6, 6, 5, 6, 6, 2]",False
163,5,29,"[6, 5, 4, 5, 5, 4]",False
164,4,10,"[1, 1, 1, 1, 2, 4]",False
165,4,14,"[1, 1, 2, 4, 5, 1]",False
166,3,12,"[1, 1, 1, 2, 2, 5]",False
167,2,27,"[6, 6, 4, 4, 5, 2]",False
168,4,13,"[2, 1, 1, 1, 2, 6]",False
169,5,12,"[1, 2, 1, 1, 3, 4]",False
170,4,28,"[6, 6, 6, 2, 5, 3]",False
171,3,33,"[6, 6, 6, 6, 6, 3]",False
172,6,9,"[1, 1, 1, 1, 1, 4]",False
173,2,35,"[6, 6, 6, 5, 6, 6]",False
174,1,10,"[1, 1, 1, 1, 2, 4]",False
175,6,29,"[5, 5, 4, 6, 5, 4]",False
176,3,35,"[6, 6, 6, 6, 5, 6]",False
177,5,14,"[1, 2, 1, 4, 1, 5]",False
178,4,31,"[6, 6, 6, 4, 3, 6]",False
179,4,9,"[1, 1, 2, 2, 2, 1]",False
180,2,9,"[1, 1, 1, 2, 2, 2]",False
181,2,34,"[6, 6, 6, 6, 5, 5]",False
182,6,29,"[6, 5, 6, 6, 3, 3]",False
183,4,12,"[1, 1, 2, 3, 3, 2]",False
184,4,11,"[1, 2, 1, 1, 1, 5]",False
185,5,15,"[1, 2, 4, 1, 4, 3]",False
186,5,33,"[5, 6, 4, 6, 6, 6]",False
187,5,10,"[1, 2, 3, 1, 1, 2]",False
188,4,33,"[6, 5, 4, 6, 6, 6]",False
189,6,10,"[1, 1, 2, 1, 3, 2]",False
190,5,11,"[1, 2, 1, 2, 1, 4]",False
191,5,11,"[1, 2, 1, 1, 1, 5]",False
192,4,29,"[6, 5, 5, 6, 2, 5]",False
193,5,11,"[1, 2, 1, 4, 2, 1]",False
194,5,29,"[6, 5, 5, 6, 6, 1]",False
195,5,14,"[1, 1, 2, 2, 3, 5]",False
196,5,10,"[1, 2, 1, 2, 3, 1]",False
197,5,13,"[2, 1, 1, 5, 3, 1]",False
198,4,32,"[6, 6, 6, 6, 4, 4]",False
199,4,11,"[1, 1, 1, 2, 2, 4]",False
200,6,29,"[5, 6, 4, 6, 4, 4]",False
201,4,12,"[1, 1, 2, 1, 2, 5]",False
202,3,31,"[6, 6, 5, 5, 3, 6]",False
203,3,29,"[6, 5, 5, 6, 6, 1]",False
204,2,12,"[1, 1, 3, 3, 2, 2]",False
205,4,27,"[6, 5, 5, 5, 5, 1]",False
206,6,10,"[1, 1, 1, 2, 2, 3]",False
207,4,29,"[6, 6, 5, 5, 4, 3]",False
208,5,11,"[1, 2, 1, 2, 1, 4]",False
209,5,33,"[6, 5, 4, 6, 6, 6]",False
210,4,30,"[6, 6, 6, 5, 1, 6]",False
211,5,28,"[6, 5, 5, 6, 2, 4]",False
212,6,28,"[5, 3, 6, 6, 4, 4]",False
213,4,33,"[6, 6, 6, 5, 4, 6]",False
214,3,11,"[1, 1, 1, 1, 2, 5]",False
215,4,33,"[6, 6, 6, 4, 6, 5]",False
216,3,33,"[6, 6, 6, 6, 5, 4]",False
217,5,10,"[1, 1, 1, 1, 2, 4]",False
218,5,13,"[2, 1, 1, 1, 4, 4]",False
219,5,7,"[1, 2, 1, 1, 1, 1]",False
220,4,13,"[1, 1, 1, 3, 1, 6]",False
221,4,29,"[6, 6, 3, 2, 6, 6]",False
222,4,31,"[6, 6, 6, 5, 4, 4]",False
223,5,16,"[5, 1, 1, 4, 4, 1]",True
224,4,11,"[1, 1, 2, 2, 4, 1]",False
225,2,8,"[1, 1, 1, 2, 2, 1]",False
226,4,29,"[6, 6, 5, 4, 5, 3]",False
227,4,11,"[1, 1, 1, 1, 3, 4]",False
228,4,31,"[6, 5, 6, 6, 5, 3]",False
229,6,28,"[6, 6, 5, 3, 5, 3]",False
230,4,28,"[6, 6, 5, 5, 5, 1]",False
231,4,26,"[6, 6, 5, 2, 5, 2]",False
232,4,9,"[1, 1, 2, 2, 2, 1]",False
233,4,12,"[1, 2, 1, 1, 3, 4]",False
234,5,17,"[1, 1, 2, 5, 6, 2]",False
235,5,13,"[2, 1, 1, 1, 3, 5]",False
236,5,11,"[1, 1, 2, 2, 3, 2]",False
237,4,29,"[6, 6, 6, 6, 3, 2]",False
238,5,27,"[6, 5, 6, 3, 6, 1]",False
239,4,9,"[1, 1, 4, 1, 1, 1]",False
240,6,29,"[5, 5, 6, 5, 4, 4]",False
241,6,11,"[1, 1, 3, 1, 2, 3]",False
242,4,13,"[1, 1, 2, 2, 2, 5]",False
243,6,31,"[5, 6, 5, 5, 4, 6]",False
244,3,34,"[6, 6, 6, 6, 6, 4]",False
245,4,17,"[1, 1, 2, 3, 5, 5]",False
246,6,30,"[5, 6, 6, 6, 5, 2]",False
247,3,14,"[1, 1, 2, 2, 3, 5]",False
248,6,15,"[2, 1, 1, 4, 1, 6]",False
249,6,15,"[1, 1, 1, 4, 2, 6]",False
250,1,31,"[6, 6, 6, 5, 3, 5]",False
251,5,11,"[1, 1, 3, 2, 1, 3]",False
252,5,14,"[1, 1, 4, 1, 2, 5]",False
253,4,30,"[6, 5, 6, 6, 2, 5]",False
254,6,10,"[1, 3, 3, 1, 1, 1]",False
255,3,28,"[6, 6, 6, 5, 4, 1]",False
256,5,25,"[6, 6, 5, 5, 2, 1]",False
257,5,30,"[6, 5, 5, 6, 6, 2]",False
258,5,10,"[1, 1, 1, 2, 3, 2]",False
259,4,27,"[6, 5, 5, 4, 4, 3]",False
260,3,30,"[6, 6, 6, 6, 5, 1]",False
261,5,34,"[6, 6, 6, 5, 6, 5]",False
262,4,10,"[1, 1, 2, 4, 1, 1]",False
263,5,13,"[1, 2, 2, 4, 2, 2]",False
264,4,34,"[6, 6, 6, 6, 6, 4]",False
265,4,10,"[1, 1, 2, 3, 2, 1]",False
266,4,11,"[1, 2, 1, 1, 4, 2]",False
267,6,17,"[2, 2, 3, 6, 2, 2]",False
268,5,26,"[6, 5, 4, 3, 6, 2]",False
269,5,11,"[1, 2, 1, 1, 5, 1]",False
270,4,29,"[6, 5, 5, 4, 5, 4]",False
271,4,27,"[6, 5, 5, 5, 5, 1]",False
272,6,29,"[6, 6, 6, 1, 5, 5]",False
273,4,34,"[6, 6, 6, 6, 6, 4]",False
274,2,29,"[6, 6, 6, 5, 5, 1]",False
275,5,10,"[1, 1, 1, 2, 2, 3]",False
276,5,29,"[6, 5, 5, 6, 2, 5]",False
277,5,15,"[1, 1, 1, 2, 5, 5]",False
278,6,29,"[6, 6, 5, 5, 1, 6]",False
279,3,29,"[6, 6, 5, 5, 3, 4]",False
280,6,27,"[5, 6, 6, 2, 5, 3]",False
281,2,29,"[6, 6, 4, 4, 5, 4]",False
282,5,12,"[1, 2, 1, 2, 2, 4]",False
283,5,27,"[6, 6, 6, 5, 3, 1]",False
284,6,12,"[1, 1, 2, 1, 4, 3]",False
285,6,12,"[1, 1, 3, 1, 4, 2]",False
286,4,30,"[6, 5, 5, 5, 5, 4]",False
287,4,30,"[6, 6, 6, 6, 3, 3]",False
288,4,33,"[6, 6, 6, 6, 5, 4]",False
289,3,35,"[6, 6, 6, 6, 5, 6]",False
290,6,11,"[1, 2, 1, 2, 2, 3]",False
291,5,30,"[6, 5, 6, 5, 5, 3]",False
292,5,31,"[6, 5, 6, 6, 5, 3]",False
293,6,14,"[2, 1, 2, 2, 1, 6]",False
294,3,7,"[1, 1, 1, 1, 1, 2]",False
295,4,33,"[6, 6, 6, 5, 4, 6]",False
296,3,13,"[1, 1, 2, 2, 1, 6]",False
297,5,13,"[1, 1, 2, 1, 2, 6]",False
298,4,8,"[1, 1, 2, 1, 1, 2]",False
299,4,33,"[6, 6, 5, 5, 6, 5]",False
300,4,12,"[1, 1, 2, 2, 3, 3]",False
301,3,8,"[1, 1, 2, 2, 1, 1]",False
302,5,29,"[6, 5, 4, 6, 3, 5]",False
303,4,29,"[6, 5, 5, 4, 3, 6]",False
304,4,11,"[1, 2, 1, 1, 2, 4]",False
305,5,10,"[1, 1, 1, 3, 3, 1]",False
306,3,8,"[1, 1, 1, 1, 2, 2]",False
307,4,25,"[6, 5, 5, 6, 2, 1]",False
308,4,13,"[1, 1, 2, 4, 2, 3]",False
309,4,12,"[1, 1, 1, 1, 4, 4]",False
310,5,11,"[1, 2, 1, 2, 2, 3]",False
311,5,13,"[1, 2, 3, 3, 1, 3]",False
312,4,25,"[6, 6, 5, 3, 4, 1]",False
313,5,31,"[6, 6, 6, 6, 1, 6]",False
314,5,13,"[1, 1, 2, 1, 3, 5]",False
315,6,26,"[6, 5, 5, 3, 5, 2]",False
316,6,30,"[6, 5, 6, 6, 2, 5]",False
317,3,30,"[6, 6, 5, 5, 6, 2]",False
318,4,11,"[1, 2, 1, 1, 2, 4]",False
319,6,9,"[2, 1, 1, 3, 1, 1]",False
320,5,11,"[2, 1, 1, 1, 3, 3]",False
321,5,16,"[1, 2, 3, 2, 3, 5]",False
322,6,11,"[2, 1, 2, 1, 2, 3]",False
323,4,30,"[6, 5, 5, 5, 6, 3]",False
324,4,31,"[6, 5, 5, 5, 5, 5]",False
325,4,31,"[6, 6, 5, 6, 4, 4]",False
326,6,29,"[5, 5, 5, 6, 2, 6]",False
327,5,32,"[6, 5, 6, 5, 5, 5]",False
328,5,15,"[1, 2, 5, 2, 3, 2]",False
329,6,31,"[6, 5, 6, 6, 2, 6]",False
330,5,30,"[6, 5, 6, 4, 5, 4]",False
331,2,33,"[6, 6, 6, 5, 5, 5]",False
332,2,28,"[6, 6, 4, 4, 5, 3]",False
333,5,13,"[6, 1, 1, 2, 1, 2]",True
334,3,28,"[6, 6, 5, 5, 4, 2]",False
335,3,14,"[1, 1, 2, 2, 5, 3]",False
336,2,27,"[6, 6, 4, 4, 5, 2]",False
337,4,33,"[6, 6, 5, 5, 6, 5]",False
338,3,27,"[6, 5, 5, 5, 4, 2]",False
339,5,12,"[1, 2, 2, 3, 1, 3]",False
340,3,15,"[6, 1, 1, 1, 1, 5]",True
341,1,31,"[6, 6, 6, 4, 5, 4]",False
342,4,35,"[6, 6, 6, 6, 5, 6]",False
343,5,30,"[6, 5, 5, 6, 5, 3]",False
344,3,29,"[6, 6, 6, 5, 2, 4]",False
345,5,30,"[6, 6, 5, 6, 4, 3]",False
346,3,13,"[1, 1, 2, 2, 1, 6]",False
347,5,13,"[1, 1, 2, 2, 2, 5]",False
348,3,9,"[1, 1, 2, 1, 1, 3]",False
349,5,11,"[1, 2, 2, 1, 3, 2]",False
350,3,34,"[6, 6, 6, 5, 6, 5]",False
351,4,13,"[1, 1, 2, 4, 4, 1]",False
352,5,15,"[1, 2, 2, 2, 2, 6]",False
353,5,30,"[6, 5, 5, 5, 4, 5]",False
354,5,29,"[6, 5, 6, 5, 4, 3]",False
355,6,14,"[2, 1, 2, 1, 2, 6]",False
356,5,14,"[2, 1, 1, 1, 4, 5]",False
357,5,29,"[6, 6, 6, 5, 3, 3]",False
358,6,25,"[5, 6, 4, 6, 1, 3]",False
359,5,30,"[6, 5, 4, 3, 6, 6]",False
360,5,33,"[6, 6, 4, 6, 5, 6]",False
361,5,31,"[6, 6, 6, 5, 5, 3]",False
362,5,11,"[1, 1, 3, 2, 1, 3]",False
363,4,10,"[1, 2, 2, 2, 1, 2]",False
364,4,12,"[1, 2, 1, 1, 3, 4]",False
365,4,31,"[6, 6, 6, 6, 6, 1]",False
366,6,10,"[2, 1, 1, 2, 2, 2]",False
367,5,26,"[6, 5, 4, 6, 2, 3]",False
368,1,31,"[6, 6, 5, 5, 4, 5]",False
369,6,11,"[1, 2, 2, 2, 3, 1]",False
370,4,35,"[6, 5, 6, 6, 6, 6]",False
371,5,10,"[1, 1, 1, 1, 3, 3]",False
372,6,18,"[1, 4, 2, 3, 5, 3]",False
373,4,27,"[6, 5, 5, 4, 6, 1]",False
374,5,30,"[6, 5, 6, 6, 5, 2]",False
375,5,12,"[2, 3, 3, 1, 1, 2]",False
376,5,15,"[1, 2, 2, 3, 2, 5]",False
377,5,33,"[6, 6, 6, 6, 6, 3]",False
378,4,9,"[1, 1, 1, 1, 4, 1]",False
379,2,9,"[1, 1, 1, 2, 2, 2]",False
380,6,30,"[6, 6, 5, 4, 5, 4]",False
381,5,29,"[6, 5, 6, 6, 3, 3]",False
382,5,30,"[6, 6, 6, 5, 5, 2]",False
383,1,11,"[1, 1, 1, 3, 2, 3]",False
384,3,11,"[1, 1, 1, 1, 1, 6]",False
385,5,24,"[2, 6, 6, 5, 1, 4]",True
386,6,28,"[5, 6, 6, 4, 1, 6]",False
387,5,11,"[1, 2, 1, 3, 1, 3]",False
388,3,10,"[1, 1, 1, 2, 3, 2]",False
389,5,13,"[1, 1, 1, 1, 5, 4]",False
390,4,11,"[1, 2, 2, 1, 3, 2]",False
391,5,31,"[6, 5, 6, 5, 5, 4]",False
392,4,34,"[6, 5, 6, 5, 6, 6]",False
393,2,16,"[1, 1, 3, 3, 2, 6]",False
394,4,9,"[1, 1, 1, 1, 2, 3]",False
395,4,13,"[1, 2, 1, 1, 5, 3]",False
396,4,15,"[1, 1, 1, 2, 4, 6]",False
397,5,13,"[1, 1, 2, 2, 2, 5]",False
398,3,8,"[1, 1, 1, 1, 2, 2]",False
399,3,10,"[1, 1, 1, 2, 3, 2]",False
400,5,29,"[6, 6, 6, 3, 6, 2]",False
401,3,12,"[1, 1, 2, 1, 1, 6]",False
402,5,33,"[6, 6, 3, 6, 6, 6]",False
403,4,15,"[1, 1, 2, 1, 4, 6]",False
404,3,35,"[6, 6, 5, 6, 6, 6]",False
405,5,10,"[1, 2, 1, 2, 3, 1]",False
406,5,8,"[1, 1, 1, 1, 2, 2]",False
407,5,31,"[5, 4, 5, 5, 6, 6]",False
408,5,12,"[1, 2, 2, 1, 2, 4]",False
409,6,11,"[1, 1, 1, 3, 2, 3]",False
410,6,25,"[5, 4, 5, 5, 5, 1]",False
411,6,31,"[6, 5, 5, 4, 5, 6]",False
412,2,13,"[1, 1, 1, 2, 2, 6]",False
413,4,28,"[6, 6, 5, 6, 4, 1]",False
414,6,27,"[6, 5, 5, 2, 4, 5]",False
415,3,31,"[6, 6, 6, 6, 5, 2]",False
416,4,12,"[1, 1, 2, 2, 1, 5]",False
417,5,12,"[1, 1, 1, 1, 2, 6]",False
418,1,12,"[1, 1, 3, 3, 2, 2]",False
419,3,9,"[1, 1, 1, 2, 2, 2]",False
420,5,11,"[1, 1, 4, 2, 2, 1]",False
421,6,12,"[1, 1, 3, 3, 3, 1]",False
422,6,17,"[1, 2, 5, 3, 5, 1]",False
423,4,8,"[1, 1, 1, 1, 1, 3]",False
424,6,8,"[1, 1, 1, 2, 1, 2]",False
425,5,10,"[1, 1, 2, 2, 3, 1]",False
426,5,18,"[6, 1, 1, 5, 3, 2]",True
427,5,12,"[1, 2, 1, 1, 4, 3]",False
428,5,12,"[1, 2, 1, 2, 2, 4]",False
429,4,11,"[1, 1, 1, 1, 6, 1]",False
430,5,13,"[1, 2, 4, 1, 4, 1]",False
431,1,11,"[1, 1, 1, 1, 2, 5]",False
432,4,28,"[6, 5, 5, 3, 5, 4]",False
433,2,35,"[6, 6, 6, 5, 6, 6]",False
434,6,14,"[1, 2, 1, 1, 3, 6]",False
435,3,12,"[1, 1, 2, 2, 3, 3]",False
436,5,15,"[1, 2, 3, 2, 1, 6]",False
437,5,15,"[1, 2, 3, 3, 3, 3]",False
438,5,28,"[6, 5, 6, 4, 4, 3]",False
439,5,29,"[6, 6, 6, 5, 2, 4]",False
440,5,31,"[6, 6, 5, 5, 4, 5]",False
441,4,33,"[6, 6, 6, 6, 5, 4]",False
442,3,15,"[1, 1, 2, 2, 4, 5]",False
443,5,28,"[6, 5, 6, 4, 5, 2]",False
444,2,31,"[6, 6, 5, 5, 5, 4]",False
445,5,28,"[6, 6, 4, 4, 4, 4]",False
446,4,8,"[1, 1, 1, 1, 1, 3]",False
447,4,13,"[1, 1, 2, 3, 1, 5]",False
448,4,30,"[6, 6, 5, 6, 6, 1]",False
449,4,15,"[1, 2, 2, 4, 1, 5]",False
450,3,34,"[6, 5, 6, 6, 6, 5]",False
451,6,10,"[1, 1, 2, 1, 2, 3]",False
452,2,8,"[1, 1, 2, 2, 1, 1]",False
453,4,28,"[6, 5, 5, 3, 6, 3]",False
454,4,31,"[6, 6, 5, 5, 5, 4]",False
455,5,30,"[6, 5, 6, 6, 5, 2]",False
456,5,30,"[6, 5, 6, 6, 5, 2]",False
457,5,29,"[6, 6, 6, 4, 6, 1]",False
458,5,15,"[6, 1, 1, 2, 1, 4]",True
459,6,11,"[1, 2, 2, 1, 1, 4]",False
460,2,7,"[1, 1, 1, 1, 1, 2]",False
461,6,13,"[1, 1, 2, 1, 4, 4]",False
462,3,30,"[6, 6, 5, 5, 6, 2]",False
463,4,10,"[1, 1, 1, 3, 3, 1]",False
464,4,33,"[6, 6, 5, 6, 6, 4]",False
465,6,15,"[1, 2, 3, 3, 2, 4]",False
466,2,30,"[6, 6, 5, 5, 5, 3]",False
467,5,17,"[6, 1, 1, 3, 2, 4]",True
468,4,34,"[6, 5, 6, 5, 6, 6]",False
469,3,15,"[1, 1, 2, 2, 3, 6]",False
470,4,12,"[1, 1, 1, 2, 1, 6]",False
471,4,33,"[6, 5, 5, 6, 5, 6]",False
472,6,27,"[6, 5, 5, 5, 4, 2]",False
473,5,28,"[6, 6, 6, 5, 3, 2]",False
474,6,13,"[1, 1, 2, 2, 4, 3]",False
475,4,29,"[6, 6, 6, 4, 4, 3]",False
476,5,16,"[1, 2, 4, 4, 3, 2]",False
477,3,8,"[1, 1, 2, 1, 1, 2]",False
478,4,27,"[6, 5, 5, 3, 6, 2]",False
479,3,32,"[6, 6, 5, 5, 6, 4]",False
480,6,33,"[6, 4, 6, 6, 5, 6]",False
481,5,14,"[1, 1, 2, 3, 3, 4]",False
482,5,14,"[1, 2, 2, 2, 6, 1]",False
483,3,34,"[6, 6, 5, 5, 6, 6]",False
484,4,11,"[1, 1, 1, 2, 2, 4]",False
485,4,28,"[6, 5, 5, 4, 5, 3]",False
486,5,11,"[2, 1, 1, 1, 1, 5]",False
487,4,10,"[1, 1, 1, 1, 2, 4]",False
488,6,15,"[2, 1, 3, 4, 3, 2]",False
489,5,12,"[2, 1, 1, 2, 1, 5]",False
490,5,26,"[6, 5, 5, 4, 5, 1]",False
491,4,8,"[1, 2, 1, 1, 1, 2]",False
492,4,12,"[1, 1, 1, 3, 1, 5]",False
493,3,12,"[1, 1, 2, 1, 1, 6]",False
494,4,14,"[1, 1, 2, 3, 5, 2]",False
495,5,14,"[1, 2, 3, 2, 2, 4]",False
496,3,34,"[6, 6, 6, 5, 6, 5]",False
497,3,14,"[1, 1, 2, 2, 2, 6]",False
498,5,13,"[1, 2, 1, 2, 2, 5]",False
