,run,score,decision,acrobatie
0,6,15,"[1, 1, 2, 4, 3, 4]",False
1,5,11,"[1, 1, 3, 1, 1, 4]",False
2,5,31,"[6, 6, 6, 5, 3, 5]",False
3,4,11,"[1, 1, 1, 1, 5, 2]",False
4,6,32,"[6, 6, 4, 5, 6, 5]",False
5,3,33,"[6, 6, 6, 6, 4, 5]",False
6,4,10,"[1, 1, 1, 3, 2, 2]",False
7,5,11,"[1, 1, 2, 1, 1, 5]",False
8,5,10,"[1, 1, 2, 3, 1, 2]",False
9,5,30,"[6, 6, 5, 6, 5, 2]",False
10,6,21,"[2, 5, 5, 3, 4, 2]",True
11,2,31,"[6, 6, 4, 5, 5, 5]",False
12,5,9,"[1, 1, 1, 1, 1, 4]",False
13,5,32,"[6, 6, 4, 6, 5, 5]",False
14,5,32,"[6, 6, 6, 5, 3, 6]",False
15,5,30,"[6, 6, 5, 5, 4, 4]",False
16,6,13,"[1, 1, 1, 2, 2, 6]",False
17,4,7,"[1, 1, 1, 1, 1, 2]",False
18,6,29,"[5, 5, 5, 6, 6, 2]",False
19,6,22,"[6, 5, 4, 4, 2, 1]",False
20,5,14,"[1, 1, 1, 4, 5, 2]",False
21,4,30,"[6, 6, 6, 6, 3, 3]",False
22,6,28,"[6, 6, 5, 5, 3, 3]",False
23,6,32,"[6, 5, 6, 6, 4, 5]",False
24,4,32,"[6, 5, 6, 6, 5, 4]",False
25,5,12,"[1, 1, 1, 4, 2, 3]",False
26,4,33,"[6, 6, 6, 6, 5, 4]",False
27,5,12,"[1, 1, 1, 3, 2, 4]",False
28,4,26,"[6, 6, 6, 2, 3, 3]",False
29,4,7,"[1, 1, 1, 1, 2, 1]",False
30,6,16,"[1, 2, 1, 2, 4, 6]",False
31,3,7,"[1, 1, 1, 1, 1, 2]",False
32,6,28,"[5, 4, 6, 6, 4, 3]",False
33,5,9,"[1, 3, 1, 1, 1, 2]",False
34,5,34,"[6, 6, 6, 5, 5, 6]",False
35,5,16,"[1, 1, 3, 2, 5, 4]",False
36,3,31,"[6, 6, 6, 6, 5, 2]",False
37,4,10,"[1, 1, 1, 1, 1, 5]",False
38,5,31,"[6, 6, 5, 6, 4, 4]",False
39,5,14,"[1, 1, 2, 2, 4, 4]",False
40,4,10,"[1, 1, 1, 3, 2, 2]",False
41,5,10,"[1, 1, 1, 3, 2, 2]",False
42,5,29,"[6, 6, 5, 2, 6, 4]",False
43,5,12,"[1, 1, 4, 2, 3, 1]",False
44,6,16,"[2, 1, 1, 2, 4, 6]",False
45,4,12,"[1, 1, 2, 1, 1, 6]",False
46,4,27,"[6, 6, 6, 6, 2, 1]",False
47,3,33,"[6, 6, 6, 6, 4, 5]",False
48,5,9,"[1, 2, 2, 1, 1, 2]",False
49,6,27,"[6, 5, 6, 5, 4, 1]",False
50,3,32,"[6, 6, 6, 4, 5, 5]",False
51,5,12,"[1, 1, 2, 2, 1, 5]",False
52,5,28,"[6, 6, 4, 3, 4, 5]",False
53,6,13,"[1, 4, 3, 2, 1, 2]",False
54,4,30,"[6, 6, 6, 6, 5, 1]",False
55,3,34,"[6, 6, 6, 6, 6, 4]",False
56,5,11,"[1, 1, 1, 2, 4, 2]",False
57,6,14,"[1, 3, 4, 1, 4, 1]",False
58,5,33,"[6, 6, 4, 6, 6, 5]",False
59,6,31,"[5, 6, 3, 6, 5, 6]",False
60,4,29,"[6, 6, 6, 6, 3, 2]",False
61,5,28,"[6, 6, 4, 6, 4, 2]",False
62,2,11,"[1, 1, 2, 2, 2, 3]",False
63,6,9,"[2, 2, 1, 1, 1, 2]",False
64,4,30,"[6, 6, 6, 6, 3, 3]",False
65,6,32,"[5, 6, 5, 5, 5, 6]",False
66,6,14,"[2, 2, 1, 3, 5, 1]",False
67,3,10,"[1, 1, 1, 1, 2, 4]",False
68,6,29,"[6, 6, 5, 5, 5, 2]",False
69,6,15,"[1, 1, 2, 2, 3, 6]",False
70,5,12,"[1, 1, 3, 4, 1, 2]",False
71,6,27,"[6, 5, 5, 5, 5, 1]",False
72,6,27,"[6, 4, 6, 6, 4, 1]",False
73,6,15,"[2, 1, 3, 2, 2, 5]",False
74,5,9,"[1, 1, 1, 1, 1, 4]",False
75,4,33,"[6, 6, 5, 4, 6, 6]",False
76,4,9,"[1, 1, 1, 1, 3, 2]",False
77,5,12,"[1, 1, 1, 1, 2, 6]",False
78,6,14,"[1, 1, 3, 2, 2, 5]",False
79,5,24,"[6, 6, 4, 5, 1, 2]",False
80,6,14,"[1, 1, 3, 3, 2, 4]",False
81,6,9,"[1, 2, 1, 2, 2, 1]",False
82,5,14,"[1, 1, 1, 2, 5, 4]",False
83,5,11,"[2, 1, 1, 3, 1, 3]",False
84,4,10,"[1, 1, 3, 1, 2, 2]",False
85,5,12,"[1, 1, 2, 2, 3, 3]",False
86,6,15,"[1, 2, 5, 3, 3, 1]",False
87,5,12,"[1, 1, 1, 3, 5, 1]",False
88,6,15,"[2, 1, 2, 2, 2, 6]",False
89,4,33,"[6, 6, 6, 6, 3, 6]",False
90,5,31,"[6, 6, 5, 5, 6, 3]",False
91,4,33,"[6, 6, 6, 6, 5, 4]",False
92,4,10,"[1, 1, 2, 1, 1, 4]",False
93,5,10,"[1, 1, 2, 2, 1, 3]",False
94,5,31,"[6, 6, 5, 6, 6, 2]",False
95,4,28,"[6, 6, 6, 2, 6, 2]",False
96,4,9,"[1, 1, 1, 1, 2, 3]",False
97,5,31,"[6, 6, 6, 6, 6, 1]",False
98,6,12,"[1, 3, 3, 2, 1, 2]",False
99,4,34,"[6, 6, 6, 6, 5, 5]",False
100,6,15,"[1, 1, 1, 2, 5, 5]",False
101,3,34,"[6, 6, 6, 5, 6, 5]",False
102,5,26,"[6, 6, 6, 4, 1, 3]",False
103,6,13,"[1, 2, 1, 1, 4, 4]",False
104,5,28,"[6, 6, 6, 5, 4, 1]",False
105,4,6,"[1, 1, 1, 1, 1, 1]",False
106,4,8,"[1, 1, 1, 1, 1, 3]",False
107,6,10,"[1, 2, 3, 1, 1, 2]",False
108,6,25,"[6, 5, 5, 5, 3, 1]",False
109,6,31,"[5, 6, 5, 5, 5, 5]",False
110,5,15,"[1, 1, 2, 3, 4, 4]",False
111,5,29,"[6, 6, 4, 4, 5, 4]",False
112,4,28,"[6, 6, 6, 4, 5, 1]",False
113,6,27,"[6, 5, 5, 5, 4, 2]",False
114,4,34,"[6, 6, 6, 6, 5, 5]",False
115,6,14,"[1, 1, 1, 3, 2, 6]",False
116,6,12,"[1, 2, 1, 2, 1, 5]",False
117,3,33,"[6, 6, 6, 6, 5, 4]",False
118,5,11,"[1, 1, 1, 2, 2, 4]",False
119,4,30,"[6, 6, 6, 5, 6, 1]",False
120,4,35,"[6, 6, 6, 5, 6, 6]",False
121,6,14,"[1, 3, 2, 3, 2, 3]",False
122,6,13,"[1, 1, 2, 4, 1, 4]",False
123,2,31,"[5, 6, 6, 5, 4, 5]",False
124,5,32,"[6, 6, 5, 6, 4, 5]",False
125,4,34,"[6, 6, 5, 6, 6, 5]",False
126,4,35,"[6, 6, 6, 6, 5, 6]",False
127,5,13,"[1, 1, 4, 1, 1, 5]",False
128,3,10,"[1, 1, 1, 1, 1, 5]",False
129,4,9,"[1, 1, 1, 1, 2, 3]",False
130,5,8,"[2, 1, 1, 2, 1, 1]",False
131,5,9,"[2, 1, 1, 1, 3, 1]",False
132,5,33,"[6, 6, 6, 5, 5, 5]",False
133,4,11,"[1, 1, 1, 1, 4, 3]",False
134,6,11,"[1, 2, 1, 1, 2, 4]",False
135,5,32,"[6, 4, 4, 6, 6, 6]",False
136,5,33,"[6, 6, 6, 5, 4, 6]",False
137,5,16,"[1, 1, 3, 2, 3, 6]",False
138,5,34,"[6, 6, 6, 5, 6, 5]",False
139,4,11,"[1, 1, 1, 2, 4, 2]",False
140,4,14,"[1, 1, 1, 2, 5, 4]",False
141,4,8,"[1, 1, 1, 1, 1, 3]",False
142,5,32,"[6, 6, 5, 5, 5, 5]",False
143,5,8,"[1, 2, 1, 2, 1, 1]",False
144,5,11,"[1, 1, 3, 1, 3, 2]",False
145,5,29,"[6, 6, 5, 6, 3, 3]",False
146,4,8,"[1, 1, 2, 1, 1, 2]",False
147,4,29,"[6, 6, 6, 6, 3, 2]",False
148,5,29,"[6, 6, 5, 3, 6, 3]",False
149,6,16,"[1, 1, 3, 2, 4, 5]",False
150,5,30,"[6, 6, 6, 6, 2, 4]",False
151,5,9,"[1, 1, 2, 1, 3, 1]",False
152,4,10,"[1, 1, 1, 1, 1, 5]",False
153,3,7,"[1, 1, 1, 1, 1, 2]",False
154,5,28,"[6, 5, 6, 6, 2, 3]",False
155,4,30,"[6, 6, 6, 3, 6, 3]",False
156,4,36,"[6, 6, 6, 6, 6, 6]",False
157,5,32,"[6, 6, 6, 6, 2, 6]",False
158,3,30,"[6, 6, 6, 6, 3, 3]",False
159,4,33,"[6, 6, 6, 6, 6, 3]",False
160,5,26,"[6, 6, 4, 6, 2, 2]",False
161,6,17,"[2, 1, 4, 1, 3, 6]",False
162,5,10,"[1, 1, 2, 1, 1, 4]",False
163,4,10,"[1, 1, 1, 1, 5, 1]",False
164,6,13,"[2, 2, 1, 1, 5, 2]",False
165,5,35,"[6, 6, 5, 6, 6, 6]",False
166,6,12,"[2, 2, 1, 1, 5, 1]",False
167,4,35,"[6, 6, 6, 6, 5, 6]",False
168,5,33,"[6, 6, 6, 6, 3, 6]",False
169,5,33,"[6, 6, 6, 5, 6, 4]",False
170,6,12,"[1, 3, 1, 3, 2, 2]",False
171,5,35,"[6, 6, 6, 6, 5, 6]",False
172,6,11,"[1, 3, 1, 1, 1, 4]",False
173,3,36,"[6, 6, 6, 6, 6, 6]",False
174,2,8,"[1, 1, 1, 1, 2, 2]",False
175,4,33,"[6, 6, 6, 6, 4, 5]",False
176,6,13,"[1, 1, 4, 2, 3, 2]",False
177,5,8,"[1, 1, 1, 1, 3, 1]",False
178,5,13,"[1, 1, 3, 1, 2, 5]",False
179,6,32,"[6, 5, 6, 4, 6, 5]",False
180,6,13,"[1, 2, 1, 2, 5, 2]",False
181,5,33,"[6, 6, 6, 4, 5, 6]",False
182,6,31,"[6, 6, 6, 6, 5, 2]",False
183,2,33,"[6, 6, 6, 5, 5, 5]",False
184,5,10,"[1, 1, 1, 2, 3, 2]",False
185,5,25,"[6, 6, 3, 4, 3, 3]",False
186,5,27,"[6, 6, 6, 4, 4, 1]",False
187,6,29,"[6, 5, 5, 5, 3, 5]",False
188,3,33,"[6, 6, 6, 6, 5, 4]",False
189,6,16,"[1, 1, 1, 1, 6, 6]",False
190,4,16,"[1, 1, 1, 2, 5, 6]",False
191,5,30,"[6, 6, 5, 4, 4, 5]",False
192,6,32,"[6, 6, 4, 6, 5, 5]",False
193,3,35,"[6, 6, 6, 6, 6, 5]",False
194,5,10,"[1, 3, 1, 1, 1, 3]",False
195,5,11,"[1, 1, 1, 2, 1, 5]",False
196,6,29,"[5, 6, 3, 6, 5, 4]",False
197,5,8,"[1, 1, 1, 1, 1, 3]",False
198,5,7,"[1, 1, 1, 1, 1, 2]",False
199,5,29,"[6, 6, 5, 4, 4, 4]",False
200,5,11,"[1, 1, 1, 5, 1, 2]",False
201,5,12,"[1, 1, 1, 3, 3, 3]",False
202,6,30,"[6, 6, 5, 5, 5, 3]",False
203,5,27,"[6, 6, 5, 4, 2, 4]",False
204,5,30,"[6, 6, 4, 4, 6, 4]",False
205,5,31,"[5, 6, 6, 6, 4, 4]",False
206,4,29,"[6, 6, 4, 6, 6, 1]",False
207,6,30,"[6, 5, 5, 6, 5, 3]",False
208,4,35,"[6, 6, 6, 6, 6, 5]",False
209,4,14,"[1, 1, 1, 4, 1, 6]",False
210,3,11,"[1, 1, 1, 2, 4, 2]",False
211,6,33,"[6, 6, 4, 5, 6, 6]",False
212,3,10,"[1, 1, 1, 1, 1, 5]",False
213,6,8,"[1, 1, 2, 1, 1, 2]",False
214,6,31,"[6, 6, 4, 6, 5, 4]",False
215,5,10,"[1, 1, 1, 2, 2, 3]",False
216,5,12,"[1, 1, 1, 1, 2, 6]",False
217,6,13,"[1, 1, 2, 2, 1, 6]",False
218,4,10,"[1, 1, 1, 1, 2, 4]",False
219,5,9,"[1, 1, 1, 1, 2, 3]",False
220,6,29,"[6, 6, 6, 4, 3, 4]",False
221,6,30,"[5, 6, 6, 6, 3, 4]",False
222,6,11,"[1, 2, 2, 2, 3, 1]",False
223,4,11,"[1, 1, 1, 1, 5, 2]",False
224,6,11,"[1, 1, 2, 1, 5, 1]",False
225,5,9,"[1, 1, 2, 1, 1, 3]",False
226,5,30,"[6, 6, 5, 6, 2, 5]",False
227,6,7,"[1, 1, 1, 1, 1, 2]",False
228,5,27,"[6, 6, 6, 4, 4, 1]",False
229,5,34,"[6, 6, 6, 6, 6, 4]",False
230,5,27,"[6, 4, 6, 6, 4, 1]",False
231,6,29,"[5, 4, 6, 2, 6, 6]",False
232,4,9,"[1, 1, 2, 1, 1, 3]",False
233,5,33,"[6, 4, 6, 5, 6, 6]",False
234,5,14,"[1, 1, 1, 1, 4, 6]",False
235,6,11,"[1, 1, 2, 3, 2, 2]",False
236,5,34,"[6, 6, 5, 6, 6, 5]",False
237,5,34,"[6, 6, 6, 6, 4, 6]",False
238,5,26,"[6, 6, 5, 5, 3, 1]",False
239,5,33,"[6, 6, 6, 6, 6, 3]",False
240,5,7,"[1, 2, 1, 1, 1, 1]",False
241,6,12,"[1, 1, 3, 1, 1, 5]",False
242,5,26,"[6, 6, 5, 6, 2, 1]",False
243,6,15,"[1, 3, 3, 4, 1, 3]",False
244,6,16,"[1, 2, 2, 2, 4, 5]",False
245,6,15,"[1, 2, 5, 3, 2, 2]",False
246,6,29,"[6, 5, 5, 3, 5, 5]",False
247,5,8,"[1, 1, 2, 2, 1, 1]",False
248,5,31,"[6, 6, 6, 2, 6, 5]",False
249,6,11,"[2, 2, 1, 2, 3, 1]",False
250,4,10,"[1, 1, 2, 3, 1, 2]",False
251,3,10,"[1, 1, 2, 1, 3, 2]",False
252,4,12,"[1, 1, 1, 4, 2, 3]",False
253,3,35,"[6, 6, 6, 6, 6, 5]",False
254,6,9,"[1, 2, 2, 1, 2, 1]",False
255,6,29,"[5, 5, 5, 3, 6, 5]",False
256,6,25,"[6, 6, 4, 5, 3, 1]",False
257,3,11,"[1, 1, 1, 1, 1, 6]",False
258,5,13,"[1, 3, 2, 1, 1, 5]",False
259,6,29,"[5, 5, 5, 6, 4, 4]",False
260,4,10,"[1, 1, 1, 1, 3, 3]",False
261,4,9,"[1, 1, 3, 2, 1, 1]",False
262,4,33,"[6, 6, 6, 5, 6, 4]",False
263,6,18,"[1, 2, 1, 5, 3, 6]",False
264,5,9,"[1, 1, 3, 1, 2, 1]",False
265,5,14,"[1, 1, 1, 1, 4, 6]",False
266,5,12,"[1, 1, 1, 2, 4, 3]",False
267,4,33,"[6, 6, 6, 4, 6, 5]",False
268,3,7,"[1, 1, 1, 1, 1, 2]",False
269,6,31,"[6, 4, 5, 6, 6, 4]",False
270,5,32,"[6, 5, 6, 6, 4, 5]",False
271,5,31,"[6, 6, 6, 6, 5, 2]",False
272,6,26,"[6, 6, 3, 4, 6, 1]",False
273,6,23,"[6, 5, 4, 4, 3, 1]",False
274,2,10,"[1, 1, 1, 2, 3, 2]",False
275,5,8,"[1, 1, 2, 1, 1, 2]",False
276,6,12,"[1, 1, 2, 1, 1, 6]",False
277,6,28,"[6, 6, 4, 5, 6, 1]",False
278,5,28,"[6, 6, 5, 4, 4, 3]",False
279,5,34,"[6, 6, 6, 6, 6, 4]",False
280,5,10,"[1, 1, 1, 1, 1, 5]",False
281,6,10,"[1, 2, 2, 2, 2, 1]",False
282,4,32,"[6, 6, 6, 6, 3, 5]",False
283,4,8,"[1, 1, 2, 2, 1, 1]",False
284,4,13,"[1, 1, 1, 4, 1, 5]",False
285,5,29,"[5, 6, 6, 6, 4, 2]",False
286,5,28,"[6, 6, 5, 5, 5, 1]",False
287,3,30,"[6, 6, 6, 6, 5, 1]",False
288,5,27,"[6, 6, 6, 3, 3, 3]",False
289,5,10,"[1, 2, 2, 1, 1, 3]",False
290,6,12,"[2, 1, 2, 4, 2, 1]",False
291,5,10,"[1, 1, 1, 2, 1, 4]",False
292,3,7,"[1, 1, 1, 1, 1, 2]",False
293,6,34,"[6, 5, 6, 6, 5, 6]",False
294,5,9,"[1, 1, 1, 3, 1, 2]",False
295,5,13,"[1, 1, 2, 3, 4, 2]",False
296,4,36,"[6, 6, 6, 6, 6, 6]",False
297,5,9,"[1, 1, 1, 1, 1, 4]",False
298,4,30,"[6, 6, 6, 5, 5, 2]",False
299,2,36,"[6, 6, 6, 6, 6, 6]",False
300,4,9,"[1, 1, 1, 1, 1, 4]",False
301,2,10,"[1, 1, 1, 2, 3, 2]",False
302,6,12,"[1, 1, 3, 1, 4, 2]",False
303,4,33,"[6, 6, 5, 6, 6, 4]",False
304,6,32,"[6, 6, 4, 4, 6, 6]",False
305,5,30,"[6, 6, 6, 6, 5, 1]",False
306,5,29,"[6, 6, 6, 5, 3, 3]",False
307,5,7,"[1, 1, 2, 1, 1, 1]",False
308,6,28,"[6, 6, 4, 5, 5, 2]",False
309,5,16,"[1, 1, 2, 2, 5, 5]",False
310,6,29,"[6, 6, 5, 5, 6, 1]",False
311,4,10,"[1, 1, 1, 1, 1, 5]",False
312,5,30,"[6, 6, 6, 6, 4, 2]",False
313,4,28,"[6, 6, 6, 5, 2, 3]",False
314,6,13,"[2, 2, 2, 4, 2, 1]",False
315,5,26,"[5, 5, 6, 6, 2, 2]",False
316,5,31,"[6, 6, 6, 5, 3, 5]",False
317,5,28,"[6, 6, 6, 2, 3, 5]",False
318,3,8,"[1, 1, 1, 1, 1, 3]",False
319,6,28,"[6, 6, 3, 6, 3, 4]",False
320,5,12,"[1, 1, 1, 2, 3, 4]",False
321,5,28,"[6, 6, 6, 6, 3, 1]",False
322,5,31,"[6, 6, 6, 5, 5, 3]",False
323,3,34,"[5, 6, 6, 6, 6, 5]",False
324,5,15,"[1, 1, 1, 3, 3, 6]",False
325,4,11,"[1, 1, 1, 2, 4, 2]",False
326,5,18,"[1, 1, 4, 3, 4, 5]",False
327,6,27,"[6, 6, 5, 5, 3, 2]",False
328,6,16,"[2, 1, 3, 2, 3, 5]",False
329,4,35,"[6, 6, 6, 6, 6, 5]",False
330,5,12,"[1, 1, 1, 1, 3, 5]",False
331,6,31,"[6, 6, 4, 4, 5, 6]",False
332,3,31,"[6, 5, 6, 4, 5, 5]",False
333,5,28,"[6, 6, 6, 3, 3, 4]",False
334,6,15,"[1, 4, 1, 1, 2, 6]",False
335,6,30,"[6, 6, 6, 5, 4, 3]",False
336,6,17,"[1, 2, 5, 4, 3, 2]",False
337,4,8,"[1, 1, 1, 1, 2, 2]",False
338,5,14,"[1, 1, 3, 1, 3, 5]",False
339,5,15,"[1, 1, 3, 2, 3, 5]",False
340,5,13,"[2, 1, 1, 3, 2, 4]",False
341,5,18,"[1, 1, 3, 4, 4, 5]",False
342,6,17,"[2, 1, 2, 2, 4, 6]",False
343,3,35,"[6, 6, 6, 6, 6, 5]",False
344,6,30,"[6, 6, 5, 5, 6, 2]",False
345,5,16,"[2, 1, 1, 5, 2, 5]",False
346,6,31,"[6, 6, 5, 5, 3, 6]",False
347,6,13,"[1, 1, 2, 2, 3, 4]",False
348,6,27,"[6, 3, 5, 6, 6, 1]",False
349,4,9,"[1, 1, 1, 1, 1, 4]",False
350,5,9,"[1, 1, 1, 1, 1, 4]",False
351,5,12,"[1, 1, 3, 2, 3, 2]",False
352,4,6,"[1, 1, 1, 1, 1, 1]",False
353,5,29,"[6, 6, 4, 4, 4, 5]",False
354,5,30,"[6, 6, 6, 6, 2, 4]",False
355,5,29,"[6, 6, 4, 6, 5, 2]",False
356,4,35,"[6, 6, 6, 5, 6, 6]",False
357,6,28,"[6, 6, 4, 4, 5, 3]",False
358,4,32,"[5, 6, 6, 6, 4, 5]",False
359,5,13,"[1, 1, 2, 1, 3, 5]",False
360,5,27,"[6, 6, 5, 5, 1, 4]",False
361,6,27,"[6, 4, 6, 5, 3, 3]",False
362,5,31,"[6, 6, 6, 2, 5, 6]",False
363,4,34,"[6, 6, 6, 6, 6, 4]",False
364,5,14,"[1, 1, 1, 1, 5, 5]",False
365,5,27,"[6, 6, 6, 4, 4, 1]",False
366,5,33,"[6, 6, 6, 6, 4, 5]",False
367,3,34,"[6, 6, 6, 6, 5, 5]",False
368,5,28,"[6, 6, 4, 3, 3, 6]",False
369,5,14,"[1, 1, 2, 4, 2, 4]",False
370,4,34,"[6, 6, 6, 6, 5, 5]",False
371,5,32,"[6, 6, 6, 5, 3, 6]",False
372,5,27,"[6, 6, 5, 6, 3, 1]",False
373,4,27,"[6, 6, 6, 4, 3, 2]",False
374,5,25,"[6, 6, 4, 3, 4, 2]",False
375,5,13,"[1, 1, 3, 2, 2, 4]",False
376,6,13,"[1, 1, 1, 3, 4, 3]",False
377,6,28,"[5, 4, 5, 4, 5, 5]",False
378,5,12,"[1, 1, 2, 3, 2, 3]",False
379,4,35,"[6, 5, 6, 6, 6, 6]",False
380,5,13,"[1, 1, 1, 2, 4, 4]",False
381,5,17,"[2, 1, 1, 4, 3, 6]",False
382,6,7,"[1, 1, 1, 1, 1, 2]",False
383,5,8,"[1, 1, 1, 3, 1, 1]",False
384,4,35,"[6, 6, 6, 6, 6, 5]",False
385,2,11,"[1, 1, 1, 2, 4, 2]",False
386,3,36,"[6, 6, 6, 6, 6, 6]",False
387,6,12,"[1, 1, 2, 1, 2, 5]",False
388,5,29,"[6, 6, 6, 4, 2, 5]",False
389,5,29,"[6, 6, 5, 4, 6, 2]",False
390,6,30,"[6, 6, 6, 5, 3, 4]",False
391,5,12,"[1, 1, 1, 3, 3, 3]",False
392,5,12,"[1, 1, 1, 5, 1, 3]",False
393,4,14,"[1, 1, 1, 4, 1, 6]",False
394,5,36,"[6, 6, 6, 6, 6, 6]",False
395,5,26,"[6, 6, 4, 1, 6, 3]",False
396,4,29,"[6, 6, 6, 6, 4, 1]",False
397,5,12,"[1, 1, 1, 2, 1, 6]",False
398,5,28,"[6, 6, 4, 5, 3, 4]",False
399,4,7,"[1, 1, 1, 1, 1, 2]",False
400,4,11,"[1, 1, 1, 3, 2, 3]",False
401,5,33,"[6, 6, 6, 5, 5, 5]",False
402,6,29,"[6, 4, 6, 6, 4, 3]",False
403,4,31,"[6, 6, 6, 6, 6, 1]",False
404,5,14,"[1, 4, 1, 1, 1, 6]",False
405,5,10,"[1, 1, 1, 2, 1, 4]",False
406,6,32,"[6, 6, 4, 4, 6, 6]",False
407,5,31,"[6, 6, 6, 5, 6, 2]",False
408,6,15,"[2, 3, 1, 2, 1, 6]",False
409,4,29,"[6, 6, 6, 6, 4, 1]",False
410,6,15,"[1, 2, 3, 5, 3, 1]",False
411,3,31,"[6, 6, 6, 3, 5, 5]",False
412,6,24,"[6, 4, 4, 5, 3, 2]",False
413,6,28,"[6, 6, 4, 2, 5, 5]",False
414,6,36,"[6, 6, 6, 6, 6, 6]",False
415,4,30,"[6, 6, 6, 5, 4, 3]",False
416,6,29,"[6, 5, 5, 6, 3, 4]",False
417,5,32,"[6, 6, 6, 6, 6, 2]",False
418,4,10,"[1, 1, 1, 2, 2, 3]",False
419,4,32,"[6, 6, 6, 6, 6, 2]",False
420,6,14,"[2, 3, 2, 1, 5, 1]",False
421,6,25,"[6, 6, 5, 3, 4, 1]",False
422,6,12,"[1, 2, 1, 1, 4, 3]",False
423,6,27,"[5, 6, 4, 5, 6, 1]",False
424,6,30,"[6, 6, 6, 5, 6, 1]",False
425,6,12,"[1, 1, 1, 4, 1, 4]",False
426,4,30,"[6, 6, 6, 6, 2, 4]",False
427,4,33,"[6, 6, 6, 6, 4, 5]",False
428,6,12,"[1, 1, 1, 1, 2, 6]",False
429,5,10,"[1, 1, 1, 1, 2, 4]",False
430,5,9,"[1, 1, 1, 2, 2, 2]",False
431,4,7,"[1, 1, 1, 2, 1, 1]",False
432,6,28,"[5, 6, 6, 5, 4, 2]",False
433,6,32,"[6, 6, 5, 6, 6, 3]",False
434,6,13,"[2, 1, 3, 5, 1, 1]",False
435,4,14,"[1, 1, 1, 1, 5, 5]",False
436,5,29,"[6, 6, 6, 6, 4, 1]",False
437,6,28,"[6, 5, 5, 6, 4, 2]",False
438,5,11,"[1, 1, 2, 3, 3, 1]",False
439,3,13,"[1, 1, 1, 1, 5, 4]",False
440,4,12,"[1, 1, 1, 1, 4, 4]",False
441,5,33,"[6, 6, 6, 6, 5, 4]",False
442,6,29,"[6, 5, 5, 5, 5, 3]",False
443,6,12,"[1, 2, 1, 4, 3, 1]",False
444,6,26,"[6, 6, 6, 3, 4, 1]",False
445,6,34,"[6, 6, 5, 6, 6, 5]",False
446,5,33,"[6, 6, 5, 5, 6, 5]",False
447,4,32,"[6, 6, 4, 6, 6, 4]",False
448,6,9,"[1, 1, 2, 1, 1, 3]",False
449,4,30,"[6, 6, 6, 6, 5, 1]",False
450,6,32,"[6, 6, 6, 6, 4, 4]",False
451,5,10,"[1, 1, 1, 1, 3, 3]",False
452,5,13,"[1, 1, 2, 4, 1, 4]",False
453,6,11,"[1, 1, 1, 1, 2, 5]",False
454,4,30,"[6, 6, 6, 5, 4, 3]",False
455,5,13,"[1, 1, 2, 2, 3, 4]",False
456,6,29,"[6, 5, 6, 6, 4, 2]",False
457,6,28,"[6, 5, 6, 6, 4, 1]",False
458,5,12,"[1, 1, 2, 1, 2, 5]",False
459,5,8,"[1, 1, 1, 1, 2, 2]",False
460,5,25,"[6, 6, 6, 3, 1, 3]",False
461,4,17,"[1, 1, 1, 3, 5, 6]",False
462,3,35,"[6, 6, 6, 6, 6, 5]",False
463,6,32,"[6, 6, 6, 5, 3, 6]",False
464,3,32,"[6, 6, 4, 6, 5, 5]",False
465,5,30,"[6, 6, 6, 2, 4, 6]",False
466,4,9,"[1, 2, 3, 1, 1, 1]",False
467,2,32,"[6, 6, 6, 4, 5, 5]",False
468,5,15,"[1, 1, 1, 3, 5, 4]",False
469,3,8,"[1, 1, 1, 1, 2, 2]",False
470,4,31,"[6, 6, 6, 6, 2, 5]",False
471,4,9,"[1, 1, 1, 1, 2, 3]",False
472,4,34,"[6, 6, 6, 6, 6, 4]",False
473,5,32,"[6, 6, 6, 5, 4, 5]",False
474,5,16,"[1, 1, 2, 4, 4, 4]",False
475,6,12,"[1, 1, 1, 2, 4, 3]",False
476,6,12,"[1, 2, 2, 1, 1, 5]",False
477,5,31,"[6, 6, 6, 6, 6, 1]",False
478,3,35,"[6, 6, 6, 6, 6, 5]",False
479,3,31,"[5, 6, 6, 5, 4, 5]",False
480,6,24,"[6, 3, 4, 5, 4, 2]",False
481,6,30,"[6, 5, 6, 6, 3, 4]",False
482,3,11,"[2, 1, 1, 2, 3, 2]",False
483,6,15,"[2, 2, 2, 2, 5, 2]",False
484,5,14,"[1, 1, 2, 1, 3, 6]",False
485,5,15,"[1, 1, 2, 2, 3, 6]",False
486,5,13,"[1, 1, 1, 1, 4, 5]",False
487,4,16,"[1, 1, 1, 3, 4, 6]",False
488,6,30,"[6, 6, 3, 6, 3, 6]",False
489,5,15,"[1, 1, 1, 1, 5, 6]",False
490,6,16,"[1, 2, 2, 2, 4, 5]",False
491,4,36,"[6, 6, 6, 6, 6, 6]",False
492,6,33,"[6, 5, 6, 5, 5, 6]",False
493,5,14,"[1, 1, 1, 2, 4, 5]",False
494,4,30,"[5, 6, 6, 6, 4, 3]",False
495,5,11,"[1, 3, 1, 1, 4, 1]",False
496,5,15,"[1, 1, 3, 3, 1, 6]",False
497,6,14,"[1, 1, 4, 2, 2, 4]",False
498,4,28,"[6, 6, 6, 6, 2, 2]",False
