,run,score,decision,acrobatie
1669,6,28,"[5, 5, 6, 6, 4, 2]",False
1670,6,30,"[5, 5, 4, 4, 6, 6]",False
1671,4,11,"[2, 1, 1, 1, 5, 1]",False
1672,4,11,"[1, 1, 3, 3, 1, 2]",False
1673,2,36,"[6, 6, 6, 6, 6, 6]",False
1674,5,29,"[6, 6, 6, 2, 6, 3]",False
1675,5,28,"[6, 6, 6, 4, 4, 2]",False
1676,6,9,"[1, 2, 1, 1, 3, 1]",False
1677,6,27,"[6, 6, 5, 6, 1, 3]",False
1678,5,11,"[1, 1, 1, 1, 2, 5]",False
1679,5,27,"[6, 6, 6, 5, 3, 1]",False
1680,3,7,"[1, 1, 1, 1, 1, 2]",False
1681,4,32,"[6, 6, 6, 4, 5, 5]",False
1682,4,29,"[5, 6, 6, 6, 5, 1]",False
1683,6,12,"[1, 2, 1, 1, 4, 3]",False
1684,5,10,"[1, 1, 1, 2, 1, 4]",False
1685,6,25,"[6, 6, 5, 4, 2, 2]",False
1686,5,33,"[6, 6, 5, 6, 6, 4]",False
1687,4,35,"[6, 6, 6, 6, 5, 6]",False
1688,6,28,"[6, 6, 5, 3, 6, 2]",False
1689,4,11,"[1, 1, 1, 1, 6, 1]",False
1690,6,31,"[6, 3, 4, 6, 6, 6]",False
1691,5,32,"[6, 6, 6, 5, 6, 3]",False
1692,4,31,"[6, 6, 6, 5, 2, 6]",False
1693,6,26,"[5, 6, 5, 5, 3, 2]",False
1694,5,32,"[6, 6, 6, 3, 5, 6]",False
1695,5,7,"[1, 1, 1, 1, 1, 2]",False
1696,5,28,"[5, 5, 6, 6, 5, 1]",False
1697,5,30,"[6, 6, 6, 4, 3, 5]",False
1698,4,14,"[1, 1, 1, 2, 3, 6]",False
1699,4,32,"[6, 6, 6, 6, 3, 5]",False
1700,6,14,"[1, 2, 3, 2, 5, 1]",False
1701,6,29,"[6, 5, 4, 6, 5, 3]",False
1702,4,9,"[1, 1, 1, 1, 3, 2]",False
1703,3,9,"[1, 1, 1, 1, 2, 3]",False
1704,5,11,"[1, 1, 2, 3, 2, 2]",False
1705,6,17,"[1, 3, 2, 2, 4, 5]",False
1706,6,14,"[1, 1, 1, 2, 3, 6]",False
1707,5,9,"[1, 1, 1, 4, 1, 1]",False
1708,6,26,"[6, 5, 4, 5, 2, 4]",False
1709,6,10,"[2, 3, 1, 1, 2, 1]",False
1710,4,11,"[1, 1, 1, 1, 2, 5]",False
1711,5,30,"[6, 6, 4, 6, 3, 5]",False
1712,6,28,"[6, 5, 6, 4, 6, 1]",False
1713,6,15,"[1, 3, 2, 2, 2, 5]",False
1714,5,30,"[6, 6, 5, 6, 6, 1]",False
1715,6,33,"[5, 6, 5, 5, 6, 6]",False
1716,4,9,"[1, 1, 2, 1, 2, 2]",False
1717,6,9,"[1, 1, 1, 2, 2, 2]",False
1718,6,29,"[5, 6, 6, 6, 5, 1]",False
1719,5,29,"[6, 6, 6, 4, 3, 4]",False
1720,6,10,"[1, 2, 1, 2, 3, 1]",False
1721,6,21,"[2, 1, 3, 4, 5, 6]",False
1722,5,12,"[1, 1, 2, 2, 1, 5]",False
1723,5,9,"[1, 1, 1, 1, 2, 3]",False
1724,6,10,"[1, 1, 1, 2, 1, 4]",False
1725,4,28,"[6, 6, 6, 6, 3, 1]",False
1726,5,12,"[1, 1, 3, 3, 2, 2]",False
1727,5,31,"[6, 6, 6, 5, 2, 6]",False
1728,3,32,"[6, 6, 5, 6, 4, 5]",False
1729,6,30,"[5, 5, 6, 4, 5, 5]",False
1730,6,11,"[1, 1, 1, 1, 3, 4]",False
1731,6,16,"[1, 2, 2, 2, 5, 4]",False
1732,4,11,"[1, 1, 1, 1, 1, 6]",False
1733,5,15,"[1, 1, 5, 2, 5, 1]",False
1734,5,8,"[1, 2, 1, 1, 1, 2]",False
1735,5,14,"[1, 1, 3, 4, 3, 2]",False
1736,5,13,"[1, 1, 3, 1, 1, 6]",False
1737,6,33,"[6, 6, 4, 6, 6, 5]",False
1738,5,31,"[6, 6, 6, 5, 5, 3]",False
1739,4,8,"[1, 1, 1, 1, 2, 2]",False
1740,6,10,"[1, 3, 1, 1, 2, 2]",False
1741,5,35,"[6, 6, 6, 6, 5, 6]",False
1742,4,34,"[6, 6, 6, 6, 6, 4]",False
1743,5,32,"[6, 6, 6, 5, 6, 3]",False
1744,5,8,"[1, 1, 1, 1, 1, 3]",False
1745,6,21,"[2, 1, 5, 4, 4, 5]",False
1746,6,15,"[1, 3, 4, 3, 1, 3]",False
1747,2,33,"[6, 6, 6, 6, 4, 5]",False
1748,6,26,"[6, 6, 5, 4, 3, 2]",False
1749,5,32,"[6, 6, 6, 6, 4, 4]",False
1750,6,28,"[6, 5, 5, 2, 6, 4]",False
1751,3,34,"[6, 6, 6, 5, 6, 5]",False
1752,3,34,"[6, 5, 6, 6, 6, 5]",False
1753,5,10,"[1, 1, 1, 2, 1, 4]",False
1754,5,11,"[1, 1, 1, 1, 3, 4]",False
1755,4,6,"[1, 1, 1, 1, 1, 1]",False
1756,4,7,"[1, 1, 1, 1, 1, 2]",False
1757,5,9,"[1, 1, 1, 2, 1, 3]",False
1758,4,11,"[1, 1, 1, 1, 1, 6]",False
1759,6,13,"[1, 2, 1, 4, 4, 1]",False
1760,5,32,"[6, 6, 6, 6, 4, 4]",False
1761,3,33,"[6, 6, 6, 6, 5, 4]",False
1762,6,33,"[6, 6, 5, 5, 5, 6]",False
1763,6,15,"[1, 3, 1, 3, 3, 4]",False
1764,6,16,"[2, 3, 1, 2, 2, 6]",False
1765,5,32,"[6, 6, 5, 6, 6, 3]",False
1766,2,33,"[6, 6, 6, 6, 5, 4]",False
1767,5,13,"[1, 1, 2, 2, 1, 6]",False
1768,5,29,"[6, 6, 4, 5, 3, 5]",False
1769,4,32,"[6, 6, 6, 6, 5, 3]",False
1770,3,10,"[1, 1, 1, 1, 1, 5]",False
1771,5,10,"[1, 1, 1, 1, 1, 5]",False
1772,6,26,"[6, 5, 4, 6, 3, 2]",False
1773,5,32,"[6, 6, 6, 6, 6, 2]",False
1774,3,9,"[1, 1, 3, 1, 1, 2]",False
1775,6,28,"[6, 6, 4, 4, 6, 2]",False
1776,5,31,"[6, 6, 5, 4, 6, 4]",False
1777,3,7,"[1, 1, 1, 1, 1, 2]",False
1778,5,31,"[5, 4, 5, 6, 6, 5]",False
1779,4,30,"[6, 6, 6, 6, 1, 5]",False
1780,5,34,"[6, 6, 6, 5, 5, 6]",False
1781,6,25,"[6, 6, 6, 3, 3, 1]",False
1782,6,15,"[1, 2, 2, 2, 4, 4]",False
1783,4,11,"[1, 1, 1, 1, 1, 6]",False
1784,4,14,"[1, 1, 1, 2, 3, 6]",False
1785,4,31,"[6, 6, 6, 6, 2, 5]",False
1786,5,10,"[1, 2, 1, 3, 1, 2]",False
1787,5,27,"[6, 6, 3, 6, 4, 2]",False
1788,5,10,"[1, 1, 1, 1, 2, 4]",False
1789,5,29,"[6, 6, 6, 6, 4, 1]",False
1790,6,12,"[2, 2, 1, 3, 1, 3]",False
1791,6,11,"[1, 1, 2, 1, 3, 3]",False
1792,5,30,"[6, 6, 6, 6, 3, 3]",False
1793,5,12,"[1, 1, 1, 2, 1, 6]",False
1794,5,13,"[1, 1, 1, 2, 3, 5]",False
1795,5,34,"[6, 5, 6, 6, 6, 5]",False
1796,6,9,"[1, 1, 1, 1, 3, 2]",False
1797,6,28,"[6, 5, 4, 5, 5, 3]",False
1798,5,32,"[6, 6, 5, 5, 5, 5]",False
1799,4,10,"[1, 1, 1, 2, 1, 4]",False
1800,6,25,"[6, 5, 6, 4, 3, 1]",False
1801,6,7,"[1, 1, 1, 2, 1, 1]",False
1802,3,9,"[1, 1, 1, 1, 1, 4]",False
1803,5,11,"[1, 1, 2, 2, 2, 3]",False
1804,2,7,"[1, 1, 1, 1, 1, 2]",False
1805,6,9,"[1, 2, 1, 1, 1, 3]",False
1806,6,18,"[1, 2, 1, 3, 6, 5]",False
1807,4,15,"[1, 1, 1, 3, 4, 5]",False
1808,6,29,"[6, 4, 6, 6, 5, 2]",False
1809,5,10,"[1, 1, 1, 2, 3, 2]",False
1810,4,34,"[6, 6, 6, 6, 6, 4]",False
1811,4,36,"[6, 6, 6, 6, 6, 6]",False
1812,6,9,"[1, 2, 1, 2, 1, 2]",False
1813,4,35,"[6, 6, 6, 6, 6, 5]",False
1814,5,9,"[1, 1, 3, 1, 1, 2]",False
1815,5,7,"[1, 1, 1, 1, 1, 2]",False
1816,5,13,"[1, 1, 2, 3, 1, 5]",False
1817,5,27,"[6, 6, 6, 5, 2, 2]",False
1818,6,28,"[6, 5, 6, 4, 2, 5]",False
1819,5,11,"[1, 1, 1, 1, 2, 5]",False
1820,5,11,"[1, 1, 4, 2, 2, 1]",False
1821,4,10,"[1, 1, 1, 4, 1, 2]",False
1822,5,32,"[5, 5, 6, 6, 5, 5]",False
1823,4,11,"[1, 1, 1, 1, 3, 4]",False
1824,4,12,"[1, 1, 2, 1, 1, 6]",False
1825,5,33,"[6, 5, 4, 6, 6, 6]",False
1826,6,27,"[6, 5, 5, 5, 3, 3]",False
1827,4,28,"[6, 6, 6, 4, 3, 3]",False
1828,5,13,"[1, 1, 1, 1, 5, 4]",False
1829,5,29,"[6, 6, 6, 5, 5, 1]",False
1830,5,29,"[6, 6, 5, 6, 5, 1]",False
1831,5,34,"[6, 6, 6, 6, 4, 6]",False
1832,5,29,"[6, 6, 5, 5, 6, 1]",False
1833,5,14,"[1, 3, 1, 1, 3, 5]",False
1834,5,12,"[1, 1, 1, 1, 2, 6]",False
1835,4,35,"[6, 6, 6, 6, 6, 5]",False
1836,5,13,"[1, 1, 2, 1, 2, 6]",False
1837,5,18,"[1, 1, 2, 5, 4, 5]",False
1838,6,18,"[1, 3, 3, 2, 3, 6]",False
1839,4,32,"[6, 6, 6, 6, 5, 3]",False
1840,6,25,"[6, 5, 4, 6, 3, 1]",False
1841,6,28,"[6, 5, 5, 6, 5, 1]",False
1842,6,27,"[5, 5, 6, 2, 4, 5]",False
1843,5,33,"[6, 5, 6, 6, 6, 4]",False
1844,6,24,"[6, 3, 6, 3, 5, 1]",False
1845,6,25,"[5, 6, 5, 4, 3, 2]",False
1846,5,15,"[1, 1, 1, 3, 3, 6]",False
1847,3,28,"[6, 6, 6, 6, 3, 1]",False
1848,3,35,"[6, 6, 6, 6, 6, 5]",False
1849,5,12,"[1, 2, 1, 1, 4, 3]",False
1850,2,7,"[1, 1, 1, 1, 1, 2]",False
1851,5,11,"[1, 1, 1, 2, 3, 3]",False
1852,5,13,"[1, 1, 2, 1, 3, 5]",False
1853,4,8,"[1, 1, 1, 3, 1, 1]",False
1854,5,10,"[1, 1, 1, 5, 1, 1]",False
1855,5,11,"[1, 1, 1, 1, 1, 6]",False
1856,6,10,"[1, 1, 1, 1, 1, 5]",False
1857,5,10,"[1, 1, 2, 2, 3, 1]",False
1858,6,25,"[6, 6, 4, 5, 1, 3]",False
1859,5,26,"[6, 6, 5, 4, 4, 1]",False
1860,4,8,"[1, 1, 2, 1, 1, 2]",False
1861,6,33,"[6, 4, 5, 6, 6, 6]",False
1862,5,32,"[6, 6, 3, 5, 6, 6]",False
1863,5,33,"[6, 6, 6, 6, 5, 4]",False
1864,6,32,"[6, 6, 6, 6, 5, 3]",False
1865,5,32,"[6, 6, 5, 4, 6, 5]",False
1866,4,31,"[6, 6, 6, 6, 5, 2]",False
1867,5,13,"[1, 1, 2, 1, 3, 5]",False
1868,5,27,"[6, 2, 6, 6, 5, 2]",False
1869,5,13,"[1, 1, 1, 3, 6, 1]",False
1870,3,7,"[1, 1, 1, 1, 1, 2]",False
1871,5,32,"[6, 6, 6, 6, 4, 4]",False
1872,6,15,"[1, 1, 1, 3, 4, 5]",False
1873,2,36,"[6, 6, 6, 6, 6, 6]",False
1874,5,10,"[1, 1, 1, 2, 2, 3]",False
1875,5,15,"[1, 1, 1, 1, 5, 6]",False
1876,5,9,"[1, 1, 2, 1, 3, 1]",False
1877,6,13,"[1, 1, 3, 1, 4, 3]",False
1878,5,16,"[1, 1, 3, 2, 4, 5]",False
1879,6,11,"[1, 1, 2, 1, 2, 4]",False
1880,4,13,"[1, 1, 1, 4, 3, 3]",False
1881,6,30,"[6, 5, 6, 6, 5, 2]",False
1882,5,24,"[6, 6, 5, 3, 2, 2]",False
1883,4,14,"[1, 1, 1, 3, 2, 6]",False
1884,4,32,"[6, 6, 6, 6, 5, 3]",False
1885,3,7,"[1, 1, 1, 1, 1, 2]",False
1886,3,29,"[6, 6, 6, 6, 4, 1]",False
1887,5,31,"[6, 6, 6, 5, 4, 4]",False
1888,5,26,"[6, 5, 6, 6, 2, 1]",False
1889,5,28,"[6, 5, 6, 6, 2, 3]",False
1890,5,11,"[1, 1, 1, 1, 1, 6]",False
1891,4,33,"[6, 6, 6, 4, 6, 5]",False
1892,2,31,"[6, 6, 6, 5, 5, 3]",False
1893,6,25,"[5, 4, 4, 4, 3, 5]",False
1894,6,27,"[6, 6, 6, 5, 2, 2]",False
1895,6,31,"[5, 6, 6, 5, 3, 6]",False
1896,6,27,"[5, 6, 5, 2, 5, 4]",False
1897,5,33,"[6, 6, 6, 6, 5, 4]",False
1898,5,12,"[1, 1, 3, 2, 3, 2]",False
1899,3,11,"[1, 1, 1, 2, 2, 4]",False
1900,4,13,"[1, 1, 3, 1, 1, 6]",False
1901,5,34,"[6, 5, 6, 5, 6, 6]",False
1902,5,30,"[6, 6, 6, 3, 3, 6]",False
1903,5,34,"[6, 6, 6, 5, 6, 5]",False
1904,4,34,"[6, 6, 6, 6, 5, 5]",False
1905,4,32,"[6, 6, 6, 6, 5, 3]",False
1906,3,10,"[1, 1, 2, 1, 3, 2]",False
1907,6,14,"[1, 1, 2, 4, 3, 3]",False
1908,6,33,"[6, 6, 6, 6, 3, 6]",False
1909,5,28,"[6, 6, 4, 5, 4, 3]",False
1910,5,13,"[1, 2, 5, 3, 1, 1]",False
1911,6,24,"[5, 6, 5, 5, 1, 2]",False
1912,6,10,"[1, 2, 2, 1, 1, 3]",False
1913,5,28,"[6, 6, 6, 6, 3, 1]",False
1914,5,10,"[1, 1, 1, 1, 2, 4]",False
1915,6,31,"[6, 6, 6, 4, 3, 6]",False
1916,6,27,"[6, 3, 6, 6, 3, 3]",False
1917,5,26,"[6, 6, 5, 5, 3, 1]",False
1918,4,8,"[1, 1, 1, 2, 2, 1]",False
1919,5,9,"[1, 1, 2, 1, 2, 2]",False
1920,5,14,"[1, 1, 1, 3, 3, 5]",False
1921,6,14,"[1, 2, 1, 1, 3, 6]",False
1922,5,11,"[1, 1, 1, 1, 3, 4]",False
1923,5,29,"[6, 5, 6, 6, 4, 2]",False
1924,6,16,"[2, 2, 2, 3, 4, 3]",False
1925,5,27,"[6, 6, 6, 6, 2, 1]",False
1926,6,31,"[6, 5, 6, 4, 5, 5]",False
1927,5,9,"[1, 1, 2, 1, 1, 3]",False
1928,6,15,"[1, 2, 2, 1, 4, 5]",False
1929,6,29,"[5, 5, 6, 5, 2, 6]",False
1930,6,32,"[5, 6, 5, 6, 6, 4]",False
1931,5,32,"[6, 6, 5, 6, 4, 5]",False
1932,4,15,"[1, 1, 1, 2, 5, 5]",False
1933,5,12,"[1, 1, 2, 2, 4, 2]",False
1934,5,8,"[1, 1, 1, 2, 1, 2]",False
1935,6,12,"[1, 1, 3, 1, 1, 5]",False
1936,3,34,"[5, 6, 6, 6, 6, 5]",False
1937,6,30,"[6, 4, 5, 6, 6, 3]",False
1938,4,30,"[6, 6, 6, 6, 4, 2]",False
1939,6,14,"[1, 1, 1, 4, 4, 3]",False
1940,3,10,"[1, 1, 2, 1, 2, 3]",False
1941,4,33,"[6, 6, 6, 5, 6, 4]",False
1942,6,11,"[1, 1, 1, 3, 1, 4]",False
1943,5,26,"[6, 6, 3, 5, 4, 2]",False
1944,5,32,"[6, 6, 5, 5, 5, 5]",False
1945,3,7,"[1, 1, 1, 1, 1, 2]",False
1946,5,11,"[1, 1, 1, 1, 1, 6]",False
1947,6,17,"[1, 2, 1, 2, 5, 6]",False
1948,5,11,"[1, 1, 1, 2, 4, 2]",False
1949,5,7,"[1, 1, 2, 1, 1, 1]",False
1950,5,33,"[6, 6, 6, 5, 4, 6]",False
1951,3,36,"[6, 6, 6, 6, 6, 6]",False
1952,6,26,"[6, 6, 5, 6, 2, 1]",False
1953,4,33,"[6, 6, 6, 6, 3, 6]",False
1954,4,9,"[1, 1, 1, 1, 1, 4]",False
1955,6,26,"[6, 6, 6, 3, 3, 2]",False
1956,3,11,"[1, 1, 1, 2, 4, 2]",False
1957,6,29,"[6, 5, 6, 4, 5, 3]",False
1958,2,9,"[1, 1, 1, 1, 3, 2]",False
1959,2,7,"[1, 1, 1, 1, 1, 2]",False
1960,6,28,"[5, 6, 5, 5, 2, 5]",False
1961,6,28,"[6, 5, 5, 6, 5, 1]",False
1962,5,9,"[1, 1, 1, 2, 3, 1]",False
1963,5,14,"[1, 1, 3, 1, 4, 4]",False
1964,5,8,"[1, 1, 2, 1, 1, 2]",False
1965,5,8,"[1, 1, 1, 2, 2, 1]",False
1966,5,29,"[6, 6, 6, 3, 5, 3]",False
1967,5,10,"[1, 1, 1, 4, 2, 1]",False
1968,6,27,"[6, 6, 4, 4, 5, 2]",False
1969,3,9,"[1, 1, 2, 1, 2, 2]",False
1970,6,10,"[2, 1, 1, 2, 1, 3]",False
1971,6,28,"[6, 3, 6, 2, 6, 5]",False
1972,5,10,"[2, 1, 1, 2, 2, 2]",False
1973,3,10,"[1, 1, 1, 1, 1, 5]",False
1974,5,26,"[6, 6, 3, 5, 5, 1]",False
1975,5,32,"[6, 6, 6, 6, 4, 4]",False
1976,4,34,"[6, 6, 6, 5, 6, 5]",False
1977,6,15,"[1, 2, 1, 3, 2, 6]",False
1978,4,34,"[6, 6, 6, 6, 6, 4]",False
1979,6,27,"[6, 5, 5, 3, 6, 2]",False
1980,5,31,"[6, 6, 5, 3, 6, 5]",False
1981,6,24,"[6, 6, 6, 4, 1, 1]",False
1982,3,11,"[1, 1, 1, 1, 1, 6]",False
1983,6,14,"[2, 1, 3, 1, 1, 6]",False
1984,6,29,"[5, 6, 4, 6, 6, 2]",False
1985,6,31,"[6, 6, 4, 6, 5, 4]",False
1986,6,11,"[1, 2, 1, 1, 4, 2]",False
1987,4,32,"[6, 6, 6, 4, 4, 6]",False
1988,4,30,"[6, 6, 6, 6, 5, 1]",False
1989,3,8,"[2, 1, 1, 1, 1, 2]",False
1990,5,28,"[6, 6, 5, 5, 4, 2]",False
1991,4,29,"[6, 6, 6, 6, 4, 1]",False
1992,6,12,"[1, 1, 1, 1, 3, 5]",False
1993,6,25,"[6, 3, 6, 3, 3, 4]",False
1994,5,9,"[1, 1, 1, 1, 1, 4]",False
1995,6,29,"[6, 3, 3, 6, 6, 5]",False
1996,6,13,"[2, 2, 1, 1, 3, 4]",False
1997,5,12,"[1, 1, 2, 1, 4, 3]",False
1998,5,32,"[6, 6, 6, 6, 6, 2]",False
1999,4,33,"[6, 6, 6, 3, 6, 6]",False
2000,4,30,"[6, 6, 6, 3, 4, 5]",False
2001,5,13,"[1, 1, 3, 2, 4, 2]",False
2002,6,28,"[5, 6, 5, 2, 5, 5]",False
2003,6,14,"[1, 1, 2, 3, 2, 5]",False
2004,4,8,"[1, 1, 2, 1, 1, 2]",False
2005,6,30,"[6, 5, 6, 6, 4, 3]",False
2006,5,14,"[2, 1, 1, 2, 2, 6]",False
2007,5,12,"[1, 2, 1, 1, 3, 4]",False
2008,6,20,"[2, 2, 4, 2, 4, 6]",False
2009,4,30,"[6, 6, 6, 6, 3, 3]",False
2010,3,10,"[1, 1, 1, 5, 1, 1]",False
2011,4,33,"[5, 6, 6, 6, 6, 4]",False
2012,6,17,"[1, 3, 4, 3, 3, 3]",False
2013,5,12,"[1, 1, 3, 1, 2, 4]",False
2014,6,17,"[1, 2, 2, 3, 3, 6]",False
2015,5,31,"[6, 6, 6, 5, 4, 4]",False
2016,5,11,"[1, 2, 1, 1, 1, 5]",False
2017,6,7,"[1, 1, 1, 2, 1, 1]",False
2018,6,14,"[1, 1, 1, 4, 3, 4]",False
2019,5,31,"[6, 6, 6, 6, 5, 2]",False
2020,4,9,"[1, 1, 1, 2, 2, 2]",False
2021,3,34,"[6, 6, 5, 6, 6, 5]",False
2022,4,9,"[1, 1, 1, 1, 2, 3]",False
2023,4,16,"[1, 1, 1, 1, 6, 6]",False
2024,5,34,"[6, 6, 6, 6, 6, 4]",False
2025,4,12,"[1, 1, 1, 1, 3, 5]",False
2026,6,28,"[6, 6, 4, 4, 5, 3]",False
2027,6,28,"[6, 4, 5, 6, 5, 2]",False
2028,6,8,"[1, 1, 2, 1, 1, 2]",False
2029,6,26,"[6, 6, 5, 3, 1, 5]",False
2030,2,31,"[6, 6, 6, 3, 5, 5]",False
2031,4,32,"[6, 6, 6, 5, 4, 5]",False
2032,5,8,"[1, 2, 1, 1, 2, 1]",False
2033,6,13,"[1, 3, 3, 1, 2, 3]",False
2034,4,14,"[1, 1, 1, 2, 3, 6]",False
2035,6,25,"[6, 5, 4, 4, 5, 1]",False
2036,5,9,"[2, 1, 1, 1, 1, 3]",False
2037,5,30,"[5, 5, 4, 4, 6, 6]",False
2038,6,30,"[6, 6, 5, 4, 4, 5]",False
2039,5,32,"[5, 6, 5, 5, 6, 5]",False
2040,6,29,"[6, 5, 6, 4, 4, 4]",False
2041,5,31,"[6, 6, 5, 6, 4, 4]",False
2042,4,10,"[1, 1, 2, 1, 3, 2]",False
2043,6,10,"[1, 1, 2, 1, 4, 1]",False
2044,5,33,"[5, 6, 6, 6, 4, 6]",False
2045,5,34,"[6, 6, 5, 6, 5, 6]",False
2046,5,30,"[6, 6, 5, 5, 6, 2]",False
2047,5,16,"[1, 1, 1, 4, 5, 4]",False
2048,5,13,"[1, 1, 1, 2, 3, 5]",False
2049,6,15,"[1, 1, 5, 1, 1, 6]",False
2050,5,14,"[1, 1, 3, 3, 3, 3]",False
2051,4,29,"[6, 6, 4, 6, 6, 1]",False
2052,5,9,"[1, 1, 1, 2, 3, 1]",False
2053,5,14,"[1, 1, 3, 3, 3, 3]",False
2054,5,33,"[6, 6, 5, 5, 6, 5]",False
2055,6,13,"[1, 2, 1, 2, 2, 5]",False
2056,6,15,"[1, 2, 2, 2, 5, 3]",False
2057,5,7,"[1, 1, 1, 2, 1, 1]",False
2058,2,11,"[1, 1, 1, 2, 4, 2]",False
2059,5,30,"[6, 6, 5, 4, 6, 3]",False
2060,5,31,"[6, 6, 5, 6, 5, 3]",False
2061,5,9,"[1, 1, 2, 1, 1, 3]",False
2062,5,28,"[6, 6, 6, 4, 5, 1]",False
2063,4,32,"[6, 6, 6, 4, 5, 5]",False
2064,4,11,"[1, 1, 1, 3, 1, 4]",False
2065,4,11,"[1, 1, 1, 1, 2, 5]",False
2066,5,31,"[6, 6, 4, 6, 6, 3]",False
2067,5,9,"[1, 1, 1, 1, 2, 3]",False
2068,5,12,"[1, 1, 3, 1, 1, 5]",False
2069,5,13,"[1, 1, 2, 3, 5, 1]",False
2070,5,13,"[1, 2, 1, 1, 4, 4]",False
2071,5,36,"[6, 6, 6, 6, 6, 6]",False
2072,5,30,"[6, 6, 6, 4, 3, 5]",False
2073,5,10,"[1, 1, 3, 2, 2, 1]",False
2074,5,12,"[1, 1, 1, 2, 5, 2]",False
2075,4,11,"[1, 1, 1, 1, 3, 4]",False
2076,6,32,"[6, 6, 6, 3, 6, 5]",False
2077,6,7,"[1, 2, 1, 1, 1, 1]",False
2078,3,9,"[1, 1, 1, 1, 2, 3]",False
2079,6,14,"[1, 2, 1, 2, 5, 3]",False
2080,5,30,"[6, 6, 6, 6, 5, 1]",False
2081,5,13,"[1, 1, 3, 2, 3, 3]",False
2082,6,16,"[1, 2, 3, 3, 1, 6]",False
2083,4,32,"[5, 6, 6, 6, 4, 5]",False
2084,6,13,"[1, 2, 2, 4, 2, 2]",False
2085,5,7,"[1, 1, 1, 1, 1, 2]",False
2086,5,31,"[6, 6, 5, 6, 3, 5]",False
2087,6,14,"[2, 1, 1, 3, 1, 6]",False
2088,3,31,"[6, 6, 6, 2, 6, 5]",False
2089,4,9,"[1, 1, 1, 1, 4, 1]",False
2090,5,14,"[1, 1, 3, 3, 4, 2]",False
2091,5,9,"[1, 1, 1, 1, 4, 1]",False
2092,4,8,"[1, 1, 1, 1, 1, 3]",False
2093,4,11,"[1, 2, 2, 1, 2, 3]",False
2094,6,25,"[6, 6, 5, 2, 5, 1]",False
2095,5,30,"[6, 6, 6, 6, 3, 3]",False
2096,6,9,"[2, 1, 2, 2, 1, 1]",False
2097,4,33,"[6, 6, 6, 6, 4, 5]",False
2098,5,28,"[6, 6, 4, 3, 3, 6]",False
2099,4,36,"[6, 6, 6, 6, 6, 6]",False
2100,5,10,"[1, 2, 1, 1, 1, 4]",False
2101,4,30,"[6, 6, 6, 5, 3, 4]",False
2102,6,15,"[1, 3, 2, 1, 4, 4]",False
2103,6,26,"[6, 5, 6, 3, 5, 1]",False
2104,4,31,"[6, 6, 6, 6, 5, 2]",False
2105,6,31,"[6, 5, 5, 6, 5, 4]",False
2106,5,9,"[1, 1, 1, 1, 1, 4]",False
2107,5,29,"[6, 6, 5, 6, 3, 3]",False
2108,5,10,"[1, 1, 1, 3, 3, 1]",False
2109,5,34,"[6, 6, 6, 6, 5, 5]",False
2110,5,30,"[6, 6, 6, 4, 4, 4]",False
2111,5,9,"[1, 1, 2, 1, 1, 3]",False
2112,6,12,"[1, 1, 2, 1, 1, 6]",False
2113,6,28,"[6, 4, 5, 6, 6, 1]",False
2114,4,33,"[6, 6, 6, 6, 5, 4]",False
2115,5,7,"[1, 1, 1, 1, 1, 2]",False
2116,5,12,"[1, 1, 3, 4, 2, 1]",False
2117,6,28,"[5, 5, 6, 5, 4, 3]",False
2118,6,27,"[6, 5, 5, 3, 5, 3]",False
2119,5,11,"[1, 1, 1, 3, 4, 1]",False
2120,6,33,"[6, 6, 5, 6, 6, 4]",False
2121,6,14,"[2, 3, 3, 3, 1, 2]",False
2122,6,13,"[1, 2, 1, 5, 3, 1]",False
2123,4,11,"[1, 1, 1, 1, 2, 5]",False
2124,4,13,"[1, 1, 1, 1, 4, 5]",False
2125,4,10,"[1, 1, 2, 3, 1, 2]",False
2126,5,31,"[6, 6, 6, 4, 3, 6]",False
2127,6,11,"[1, 2, 2, 2, 3, 1]",False
2128,5,14,"[1, 1, 1, 2, 3, 6]",False
2129,6,12,"[1, 3, 1, 2, 3, 2]",False
2130,6,30,"[6, 5, 6, 4, 6, 3]",False
2131,3,10,"[1, 1, 2, 1, 3, 2]",False
2132,5,12,"[1, 1, 2, 2, 2, 4]",False
2133,6,35,"[6, 6, 6, 6, 6, 5]",False
2134,4,11,"[1, 1, 1, 2, 1, 5]",False
2135,5,33,"[6, 6, 6, 6, 5, 4]",False
2136,5,15,"[1, 1, 2, 2, 5, 4]",False
2137,6,8,"[1, 1, 1, 2, 2, 1]",False
2138,6,30,"[6, 5, 6, 3, 5, 5]",False
2139,6,10,"[1, 2, 3, 1, 2, 1]",False
2140,6,30,"[6, 6, 5, 6, 5, 2]",False
2141,5,13,"[1, 1, 2, 3, 2, 4]",False
2142,5,31,"[6, 6, 5, 4, 4, 6]",False
2143,6,29,"[5, 5, 4, 5, 6, 4]",False
2144,3,34,"[6, 6, 6, 6, 5, 5]",False
2145,6,12,"[2, 2, 2, 4, 1, 1]",False
2146,3,35,"[6, 6, 6, 6, 5, 6]",False
2147,6,10,"[1, 1, 1, 1, 5, 1]",False
2148,5,9,"[1, 1, 1, 3, 1, 2]",False
2149,6,29,"[6, 6, 5, 6, 5, 1]",False
2150,4,26,"[6, 6, 6, 4, 3, 1]",False
